,Date,Max.Demand met during the day (MW)
1182,2016-06-26,5905.0
1183,2016-06-27,5688.0
1184,2016-06-28,5917.0
1185,2016-06-29,5917.0
1186,2016-06-30,5959.0
1187,2016-07-01,6156.0
1188,2016-07-02,6208.0
1189,2016-07-03,5397.0
1190,2016-07-04,4608.0
1191,2016-07-05,5135.0
1192,2016-07-06,5665.0
1193,2016-07-07,5616.0
1194,2016-07-08,5685.0
1195,2016-07-09,5508.0
1196,2016-07-10,5193.0
1197,2016-07-11,5192.0
1198,2016-07-12,5372.0
1199,2016-07-13,5230.0
1200,2016-07-14,5327.0
1201,2016-07-15,5414.0
1202,2016-07-16,5159.0
1203,2016-07-17,4910.0
1204,2016-07-18,4065.0
1205,2016-07-19,4813.0
1206,2016-07-20,5319.0
1207,2016-07-21,5575.0
1208,2016-07-22,5792.0
1209,2016-07-23,5816.0
1210,2016-07-24,5606.0
1211,2016-07-25,5239.0
1212,2016-07-26,5551.0
1213,2016-07-27,5551.0
1214,2016-07-28,4723.0
1215,2016-07-29,4822.0
1216,2016-07-30,4561.0
1217,2016-07-31,4219.0
1218,2016-08-01,4182.0
1219,2016-08-02,4526.0
1220,2016-08-03,4526.0
1221,2016-08-04,5104.0
1222,2016-08-05,5420.0
1223,2016-08-06,5638.0
1224,2016-08-07,5375.0
1225,2016-08-08,5308.0
1226,2016-08-09,5474.0
1227,2016-08-10,5326.0
1228,2016-08-11,5248.0
1229,2016-08-12,4859.0
1230,2016-08-13,4692.0
1231,2016-08-14,4532.0
1232,2016-08-15,4419.0
1233,2016-08-16,4779.0
1234,2016-08-17,5253.0
1235,2016-08-18,4935.0
1236,2016-08-19,4631.0
1237,2016-08-20,5182.0
1238,2016-08-21,5032.0
1239,2016-08-22,4987.0
1240,2016-08-23,5216.0
1241,2016-08-24,5239.0
1242,2016-08-25,5037.0
1243,2016-08-26,4686.0
1244,2016-08-27,5111.0
1245,2016-08-28,5021.0
1246,2016-08-29,5176.0
1247,2016-08-30,5176.0
1248,2016-08-31,4722.0
1249,2016-09-01,4314.0
1250,2016-09-02,4323.0
1251,2016-09-03,4601.0
1252,2016-09-04,4508.0
1253,2016-09-05,4615.0
1254,2016-09-06,4798.0
1255,2016-09-07,4832.0
1256,2016-09-08,4867.0
1257,2016-09-09,4962.0
1258,2016-09-10,5021.0
1259,2016-09-11,4851.0
1260,2016-09-12,4828.0
1261,2016-09-13,4937.0
1262,2016-09-14,5006.0
1263,2016-09-15,5029.0
1264,2016-09-16,4996.0
1265,2016-09-17,5059.0
1266,2016-09-18,4932.0
1267,2016-09-19,4926.0
1268,2016-09-20,5077.0
1269,2016-09-21,5244.0
1270,2016-09-22,5400.0
1271,2016-09-23,4977.0
1272,2016-09-24,4903.0
1273,2016-09-25,4713.0
1274,2016-09-26,4716.0
1275,2016-09-27,4952.0
1276,2016-09-28,5065.0
1277,2016-09-29,5081.0
1278,2016-09-30,5212.0
1279,2016-10-01,5237.0
1280,2016-10-02,5104.0
1281,2016-10-03,5040.0
1282,2016-10-04,5321.0
1283,2016-10-05,5221.0
1284,2016-10-06,4653.0
1285,2016-10-07,4737.0
1286,2016-10-08,4698.0
1287,2016-10-09,4472.0
1288,2016-10-10,4264.0
1289,2016-10-11,4274.0
1290,2016-10-12,4091.0
1291,2016-10-13,3938.0
1292,2016-10-14,4145.0
1293,2016-10-15,4081.0
1294,2016-10-16,3830.0
1295,2016-10-17,3583.0
1296,2016-10-18,3864.0
1297,2016-10-19,3870.0
1298,2016-10-20,3755.0
1299,2016-10-21,3973.0
1300,2016-10-22,3966.0
1301,2016-10-23,3776.0
1302,2016-10-24,3776.0
1303,2016-10-25,3867.0
1304,2016-10-26,3879.0
1305,2016-10-27,3897.0
1306,2016-10-28,3821.0
1307,2016-10-29,3645.0
1308,2016-10-30,3298.0
1309,2016-10-31,2828.0
1310,2016-11-01,2813.0
1311,2016-11-02,3054.0
1312,2016-11-03,3418.0
1313,2016-11-04,3418.0
1314,2016-11-05,3382.0
1315,2016-11-06,3160.0
1316,2016-11-07,3058.0
1317,2016-11-08,3197.0
1318,2016-11-09,3272.0
1319,2016-11-10,3255.0
1320,2016-11-11,3161.0
1321,2016-11-12,3011.0
1322,2016-11-13,2795.0
1323,2016-11-14,2707.0
1324,2016-11-15,2874.0
1325,2016-11-16,2907.0
1326,2016-11-17,2930.0
1327,2016-11-18,2962.0
1328,2016-11-19,3055.0
1329,2016-11-20,2837.0
1330,2016-11-21,2925.0
1331,2016-11-22,2958.0
1332,2016-11-23,2975.0
1333,2016-11-24,3035.0
1334,2016-11-25,3036.0
1335,2016-11-26,3100.0
1336,2016-11-27,2928.0
1337,2016-11-28,2991.0
1338,2016-11-29,2982.0
1339,2016-11-30,2987.0
1340,2016-12-01,2913.0
1341,2016-12-02,3036.0
1342,2016-12-03,3175.0
1343,2016-12-04,3022.0
1344,2016-12-05,3052.0
1345,2016-12-06,2995.0
1346,2016-12-07,3090.0
1347,2016-12-08,3230.0
1348,2016-12-09,3144.0
1349,2016-12-10,3296.0
1350,2016-12-11,3136.0
1351,2016-12-12,3157.0
1352,2016-12-13,3314.0
1353,2016-12-14,3237.0
1354,2016-12-15,3247.0
1355,2016-12-16,3179.0
1356,2016-12-17,3381.0
1357,2016-12-18,3222.0
1358,2016-12-19,3309.0
1359,2016-12-20,3309.0
1360,2016-12-21,3387.0
1361,2016-12-22,3471.0
1362,2016-12-23,3302.0
1363,2016-12-24,3531.0
1364,2016-12-25,3276.0
1365,2016-12-26,3361.0
1366,2016-12-27,3508.0
1367,2016-12-28,3505.0
1368,2016-12-29,3582.0
1369,2016-12-30,3506.0
1370,2016-12-31,3801.0
1371,2017-01-01,3502.0
1372,2017-01-02,3482.0
1373,2017-01-03,3514.0
1374,2017-01-04,3604.0
1375,2017-01-05,3593.0
1376,2017-01-06,3493.0
1377,2017-01-07,3660.0
1378,2017-01-08,3333.0
1379,2017-01-09,3479.0
1380,2017-01-10,3678.0
1381,2017-01-11,3777.0
1382,2017-01-12,3777.0
1383,2017-01-13,3317.0
1384,2017-01-14,3998.0
1385,2017-01-15,3983.0
1386,2017-01-16,3677.0
1387,2017-01-17,3709.0
1388,2017-01-18,3976.0
1389,2017-01-19,3973.0
1390,2017-01-20,3973.0
1391,2017-01-21,3973.0
1392,2017-01-22,3862.0
1393,2017-01-23,3895.0
1394,2017-01-24,3777.0
1395,2017-01-25,3711.0
1396,2017-01-26,3709.0
1397,2017-01-27,3043.0
1398,2017-01-28,3690.0
1399,2017-01-29,3688.0
1400,2017-01-30,3761.0
1401,2017-01-31,3761.0
1402,2017-02-01,3712.0
1403,2017-02-02,3784.0
1404,2017-02-03,3568.0
1405,2017-02-04,3774.0
1406,2017-02-05,3525.0
1407,2017-02-06,3555.0
1408,2017-02-07,3572.0
1409,2017-02-08,3575.0
1410,2017-02-09,3627.0
1411,2017-02-10,3540.0
1412,2017-02-11,3781.0
1413,2017-02-12,3578.0
1414,2017-02-13,3480.0
1415,2017-02-14,3519.0
1416,2017-02-15,3530.0
1417,2017-02-16,3614.0
1418,2017-02-17,3441.0
1419,2017-02-18,3604.0
1420,2017-02-19,3387.0
1421,2017-02-20,3347.0
1422,2017-02-21,3303.0
1423,2017-02-22,3309.0
1424,2017-02-23,3392.0
1425,2017-02-24,3335.0
1426,2017-02-25,3586.0
1427,2017-02-26,3202.0
1428,2017-02-27,3003.0
1429,2017-02-28,3325.0
1430,2017-03-01,3314.0
1431,2017-03-02,3326.0
1432,2017-03-03,3336.0
1433,2017-03-04,3388.0
1434,2017-03-05,3222.0
1435,2017-03-06,3121.0
1436,2017-03-07,3271.0
1437,2017-03-08,3344.0
1438,2017-03-09,3375.0
1439,2017-03-10,3350.0
1440,2017-03-11,3417.0
1441,2017-03-12,3277.0
1442,2017-03-13,3011.0
1443,2017-03-14,2339.0
1444,2017-03-15,3015.0
1445,2017-03-16,3309.0
1446,2017-03-17,3309.0
1447,2017-03-18,3413.0
1448,2017-03-19,3173.0
1449,2017-03-20,3084.0
1450,2017-03-21,3236.0
1451,2017-03-22,3283.0
1452,2017-03-23,3409.0
1453,2017-03-24,3607.0
1454,2017-03-25,3601.0
1455,2017-03-26,3331.0
1456,2017-03-27,3158.0
1457,2017-03-28,3666.0
1458,2017-03-29,3736.0
1459,2017-03-30,3930.0
1460,2017-03-31,4033.0
1461,2017-04-01,4051.0
1462,2017-04-02,3892.0
1463,2017-04-03,3716.0
1464,2017-04-04,4187.0
1465,2017-04-05,3941.0
1466,2017-04-06,3923.0
1467,2017-04-07,4132.0
1468,2017-04-08,3964.0
1469,2017-04-09,3519.0
1470,2017-04-10,3266.0
1471,2017-04-11,3618.0
1472,2017-04-12,3870.0
1473,2017-04-13,4100.0
1474,2017-04-14,4231.0
1475,2017-04-15,4153.0
1476,2017-04-16,4246.0
1477,2017-04-17,4391.0
1478,2017-04-18,4845.0
1479,2017-04-19,4980.0
1480,2017-04-20,5098.0
1481,2017-04-21,5447.0
1482,2017-04-22,5637.0
1483,2017-04-23,5453.0
1484,2017-04-24,5019.0
1485,2017-04-25,5031.0
1486,2017-04-26,4961.0
1487,2017-04-27,4854.0
1488,2017-04-28,4851.0
1489,2017-04-29,4858.0
1490,2017-04-30,4553.0
1491,2017-05-01,4431.0
1492,2017-05-02,4675.0
1493,2017-05-03,4873.0
1494,2017-05-04,4839.0
1495,2017-05-05,4916.0
1496,2017-05-06,5131.0
1497,2017-05-07,5157.0
1498,2017-05-08,5369.0
1499,2017-05-09,5683.0
1500,2017-05-10,5692.0
1501,2017-05-11,5620.0
1502,2017-05-12,5668.0
1503,2017-05-13,5722.0
1504,2017-05-14,5607.0
1505,2017-05-15,5657.0
1506,2017-05-16,5912.0
1507,2017-05-17,5957.0
1508,2017-05-18,5756.0
1509,2017-05-19,5769.0
1510,2017-05-20,5733.0
1511,2017-05-21,5383.0
1512,2017-05-22,5076.0
1513,2017-05-23,4498.0
1514,2017-05-24,5026.0
1515,2017-05-25,5554.0
1516,2017-05-26,5762.0
1517,2017-05-27,5902.0
1518,2017-05-28,5689.0
1519,2017-05-29,5514.0
1520,2017-05-30,5254.0
1521,2017-05-31,5256.0
1522,2017-06-01,5204.0
1523,2017-06-02,5231.0
1524,2017-06-03,5438.0
1525,2017-06-04,5522.0
1526,2017-06-05,5688.0
1527,2017-06-06,6319.0
1528,2017-06-07,6441.0
1529,2017-06-08,5974.0
1530,2017-06-09,5607.0
1531,2017-06-10,5456.0
1532,2017-06-11,5395.0
1533,2017-06-12,5214.0
1534,2017-06-13,5540.0
1535,2017-06-14,5819.0
1536,2017-06-15,5927.0
1537,2017-06-16,5917.0
1538,2017-06-17,5879.0
1539,2017-06-18,5005.0
1540,2017-06-19,5426.0
1541,2017-06-20,5376.0
1542,2017-06-21,4644.0
1543,2017-06-22,4613.0
1544,2017-06-23,4829.0
1545,2017-06-24,5162.0
1546,2017-06-25,5480.0
1547,2017-06-26,5574.0
1548,2017-06-27,5929.0
1549,2017-06-28,6180.0
1550,2017-06-29,5900.0
1551,2017-06-30,4724.0
1552,2017-07-01,4638.0
1553,2017-07-02,4831.0
1554,2017-07-03,4494.0
1555,2017-07-04,5419.0
1556,2017-07-05,5772.0
1557,2017-07-06,5580.0
1558,2017-07-07,5493.0
1559,2017-07-08,5493.0
1560,2017-07-09,5676.0
1561,2017-07-10,5796.0
1562,2017-07-11,6110.0
1563,2017-07-12,5865.0
1564,2017-07-13,5220.0
1565,2017-07-14,5420.0
1566,2017-07-15,5677.0
1567,2017-07-16,5571.0
1568,2017-07-17,5622.0
1569,2017-07-18,5468.0
1570,2017-07-19,5822.0
1571,2017-07-20,6020.0
1572,2017-07-21,5733.0
1573,2017-07-22,5696.0
1574,2017-07-23,5488.0
1575,2017-07-24,4933.0
1576,2017-07-25,5012.0
1577,2017-07-26,4993.0
1578,2017-07-27,5429.0
1579,2017-07-28,5484.0
1580,2017-07-29,5443.0
1581,2017-07-30,5152.0
1582,2017-07-31,5281.0
1583,2017-08-01,5144.0
1584,2017-08-02,4900.0
1585,2017-08-03,4999.0
1586,2017-08-04,5311.0
1587,2017-08-05,5389.0
1588,2017-08-06,5338.0
1589,2017-08-07,5406.0
1590,2017-08-08,5289.0
1591,2017-08-09,5453.0
1592,2017-08-10,5298.0
1593,2017-08-11,5548.0
1594,2017-08-12,5556.0
1595,2017-08-13,5235.0
1596,2017-08-14,5239.0
1597,2017-08-15,5387.0
1598,2017-08-16,5291.0
1599,2017-08-17,5810.0
1600,2017-08-18,5993.0
1601,2017-08-19,6087.0
1602,2017-08-20,5923.0
1603,2017-08-21,5549.0
1604,2017-08-22,5802.0
1605,2017-08-23,5578.0
1606,2017-08-24,5391.0
1607,2017-08-25,5441.0
1608,2017-08-26,5401.0
1609,2017-08-27,4940.0
1610,2017-08-28,5105.0
1611,2017-08-29,5009.0
1612,2017-08-30,5258.0
1613,2017-08-31,5217.0
1614,2017-09-01,4923.0
1615,2017-09-02,4719.0
1616,2017-09-03,4264.0
1617,2017-09-04,4617.0
1618,2017-09-05,5091.0
1619,2017-09-06,5079.0
1620,2017-09-07,5206.0
1621,2017-09-08,4961.0
1622,2017-09-09,5040.0
1623,2017-09-10,5080.0
1624,2017-09-11,5363.0
1625,2017-09-12,5378.0
1626,2017-09-13,5474.0
1627,2017-09-14,5583.0
1628,2017-09-15,5637.0
1629,2017-09-16,5453.0
1630,2017-09-17,5366.0
1631,2017-09-18,4897.0
1632,2017-09-19,5553.0
1633,2017-09-20,5124.0
1634,2017-09-21,5206.0
1635,2017-09-22,5258.0
1636,2017-09-23,5015.0
1637,2017-09-24,3899.0
1638,2017-09-25,3872.0
1639,2017-09-26,4447.0
1640,2017-09-27,4580.0
1641,2017-09-28,4690.0
1642,2017-09-29,4690.0
1643,2017-09-30,4785.0
1644,2017-10-01,4491.0
1645,2017-10-02,4086.0
1646,2017-10-03,4087.0
1647,2017-10-04,4586.0
1648,2017-10-05,4645.0
1649,2017-10-06,4611.0
1650,2017-10-07,4586.0
1651,2017-10-08,4354.0
1652,2017-10-09,4358.0
1653,2017-10-10,4493.0
1654,2017-10-11,4521.0
1655,2017-10-12,4512.0
1656,2017-10-13,4510.0
1657,2017-10-14,4441.0
1658,2017-10-15,4088.0
1659,2017-10-16,3863.0
1660,2017-10-17,4276.0
1661,2017-10-18,4132.0
1662,2017-10-19,4001.0
1663,2017-10-20,3504.0
1664,2017-10-21,3468.0
1665,2017-10-22,3472.0
1666,2017-10-23,3555.0
1667,2017-10-24,3823.0
1668,2017-10-25,3826.0
1669,2017-10-26,3763.0
1670,2017-10-27,3641.0
1671,2017-10-28,3721.0
1672,2017-10-29,4085.0
1673,2017-10-30,3279.0
1674,2017-10-31,3600.0
1675,2017-11-01,3602.0
1676,2017-11-02,3626.0
1677,2017-11-03,3681.0
1678,2017-11-04,3593.0
1679,2017-11-05,3313.0
1680,2017-11-06,3187.0
1681,2017-11-07,3466.0
1682,2017-11-08,3484.0
1683,2017-11-09,3649.0
1684,2017-11-10,3476.0
1685,2017-11-11,3516.0
1686,2017-11-12,3245.0
1687,2017-11-13,3133.0
1688,2017-11-14,3312.0
1689,2017-11-15,3331.0
1690,2017-11-16,3301.0
1691,2017-11-17,3326.0
1692,2017-11-18,3439.0
1693,2017-11-19,3186.0
1694,2017-11-20,3196.0
1695,2017-11-21,3272.0
1696,2017-11-22,3304.0
1697,2017-11-23,3269.0
1698,2017-11-24,3373.0
1699,2017-11-25,3541.0
1700,2017-11-26,3305.0
1701,2017-11-27,3362.0
1702,2017-11-28,3412.0
1703,2017-11-29,3269.0
1704,2017-11-30,3432.0
1705,2017-12-01,3394.0
1706,2017-12-02,3508.0
1707,2017-12-03,3369.0
1708,2017-12-04,3315.0
1709,2017-12-05,3353.0
1710,2017-12-06,3457.0
1711,2017-12-07,3618.0
1712,2017-12-08,3477.0
1713,2017-12-09,3565.0
1714,2017-12-10,3432.0
1715,2017-12-11,3169.0
1716,2017-12-12,3509.0
1717,2017-12-13,3503.0
1718,2017-12-14,3605.0
1719,2017-12-15,3673.0
1720,2017-12-16,3901.0
1721,2017-12-17,3706.0
1722,2017-12-18,3838.0
1723,2017-12-19,3778.0
1724,2017-12-20,3637.0
1725,2017-12-21,3861.0
1726,2017-12-22,3723.0
1727,2017-12-23,3940.0
1728,2017-12-24,3699.0
1729,2017-12-25,3651.0
1730,2017-12-26,3810.0
1731,2017-12-27,3791.0
1732,2017-12-28,3844.0
1733,2017-12-29,3716.0
1734,2017-12-30,3971.0
1735,2017-12-31,3634.0
1736,2018-01-01,3664.0
1737,2018-01-02,3954.0
1738,2018-01-03,3959.0
1739,2018-01-04,4217.0
1740,2018-01-05,4022.0
1741,2018-01-06,4022.0
1742,2018-01-07,4107.0
1743,2018-01-08,4017.0
1744,2018-01-09,4181.0
1745,2018-01-10,4124.0
1746,2018-01-11,4214.0
1747,2018-01-12,4117.0
1748,2018-01-13,4205.0
1749,2018-01-14,3926.0
1750,2018-01-15,3932.0
1751,2018-01-16,3970.0
1752,2018-01-17,3839.0
1753,2018-01-18,4003.0
1754,2018-01-19,3929.0
1755,2018-01-20,3959.0
1756,2018-01-21,3771.0
1757,2018-01-22,3854.0
1758,2018-01-23,3857.0
1759,2018-01-24,3736.0
1760,2018-01-25,4043.0
1761,2018-01-26,3981.0
1762,2018-01-27,3542.0
1763,2018-01-28,3887.0
1764,2018-01-29,3985.0
1765,2018-01-30,4030.0
1766,2018-01-31,3814.0
1767,2018-02-01,3968.0
1768,2018-02-02,3968.0
1769,2018-02-03,3707.0
1770,2018-02-04,3592.0
1771,2018-02-05,3682.0
1772,2018-02-06,3725.0
1773,2018-02-07,3743.0
1774,2018-02-08,3794.0
1775,2018-02-09,3707.0
1776,2018-02-10,3880.0
1777,2018-02-11,3708.0
1778,2018-02-12,3671.0
1779,2018-02-13,3695.0
1780,2018-02-14,3780.0
1781,2018-02-15,3924.0
1782,2018-02-16,3638.0
1783,2018-02-17,3809.0
1784,2018-02-18,3532.0
1785,2018-02-19,3554.0
1786,2018-02-20,3539.0
1787,2018-02-21,3533.0
1788,2018-02-22,3485.0
1789,2018-02-23,3430.0
1790,2018-02-24,3520.0
1791,2018-02-25,3337.0
1792,2018-02-26,3314.0
1793,2018-02-27,3369.0
1794,2018-02-28,3398.0
1795,2018-03-01,3498.0
1796,2018-03-02,3441.0
1797,2018-03-03,2347.0
1798,2018-03-04,2887.0
1799,2018-03-05,3043.0
1800,2018-03-06,3251.0
1801,2018-03-07,3256.0
1802,2018-03-08,3298.0
1803,2018-03-09,3330.0
1804,2018-03-10,3432.0
1805,2018-03-11,3234.0
1806,2018-03-12,3161.0
1807,2018-03-13,3388.0
1808,2018-03-14,3424.0
1809,2018-03-15,3558.0
1810,2018-03-16,3539.0
1811,2018-03-17,3560.0
1812,2018-03-18,3256.0
1813,2018-03-19,3112.0
1814,2018-03-20,3446.0
1815,2018-03-21,3506.0
1816,2018-03-22,3541.0
1817,2018-03-23,3523.0
1818,2018-03-24,3576.0
1819,2018-03-25,3295.0
1820,2018-03-26,3045.0
1821,2018-03-27,3572.0
1822,2018-03-28,3688.0
1823,2018-03-29,3654.0
1824,2018-03-30,3659.0
1825,2018-03-31,3675.0
1826,2018-04-01,3564.0
1827,2018-04-02,3369.0
1828,2018-04-03,3885.0
1829,2018-04-04,4024.0
1830,2018-04-05,4187.0
1831,2018-04-06,4339.0
1832,2018-04-07,4318.0
1833,2018-04-08,3593.0
1834,2018-04-09,3596.0
1835,2018-04-10,3727.0
1836,2018-04-11,3983.0
1837,2018-04-12,3888.0
1838,2018-04-13,3841.0
1839,2018-04-14,3833.0
1840,2018-04-15,3615.0
1841,2018-04-16,3806.0
1842,2018-04-17,4168.0
1843,2018-04-18,4380.0
1844,2018-04-19,4437.0
1845,2018-04-20,4628.0
1846,2018-04-21,4630.0
1847,2018-04-22,4195.0
1848,2018-04-23,3821.0
1849,2018-04-24,4147.0
1850,2018-04-25,4373.0
1851,2018-04-26,4596.0
1852,2018-04-27,4857.0
1853,2018-04-28,5094.0
1854,2018-04-29,4862.0
1855,2018-04-30,4796.0
1856,2018-05-01,5181.0
1857,2018-05-02,5090.0
1858,2018-05-03,5149.0
1859,2018-05-04,4552.0
1860,2018-05-05,4789.0
1861,2018-05-06,4747.0
1862,2018-05-07,4894.0
1863,2018-05-08,4968.0
1864,2018-05-09,4687.0
1865,2018-05-10,4730.0
1866,2018-05-11,4881.0
1867,2018-05-12,5272.0
1868,2018-05-13,5364.0
1869,2018-05-14,5338.0
1870,2018-05-15,4896.0
1871,2018-05-16,5289.0
1872,2018-05-17,5328.0
1873,2018-05-18,5342.0
1874,2018-05-19,5537.0
1875,2018-05-20,5448.0
1876,2018-05-21,5282.0
1877,2018-05-22,5532.0
1878,2018-05-23,5735.0
1879,2018-05-24,6029.0
1880,2018-05-25,5949.0
1881,2018-05-26,5912.0
1882,2018-05-27,5822.0
1883,2018-05-28,5835.0
1884,2018-05-29,6149.0
1885,2018-05-30,6254.0
1886,2018-05-31,6343.0
1887,2018-06-01,6346.0
1888,2018-06-02,6570.0
1889,2018-06-03,5686.0
1890,2018-06-04,5833.0
1891,2018-06-05,6325.0
1892,2018-06-06,6535.0
1893,2018-06-07,6372.0
1894,2018-06-08,6492.0
1895,2018-06-09,6913.0
1896,2018-06-10,6326.0
1897,2018-06-11,5884.0
1898,2018-06-12,6317.0
1899,2018-06-13,6623.0
1900,2018-06-14,6614.0
1901,2018-06-15,6540.0
1902,2018-06-16,6429.0
1903,2018-06-17,6254.0
1904,2018-06-18,6001.0
1905,2018-06-19,5694.0
1906,2018-06-20,5900.0
1907,2018-06-21,6204.0
1908,2018-06-22,6330.0
1909,2018-06-23,6619.0
1910,2018-06-24,6462.0
1911,2018-06-25,6275.0
1912,2018-06-26,6750.0
1913,2018-06-27,6512.0
1914,2018-06-28,6068.0
1915,2018-06-29,5559.0
1916,2018-06-30,5400.0
1917,2018-07-01,5621.0
1918,2018-07-02,5759.0
1919,2018-07-03,6128.0
1920,2018-07-04,5968.0
1921,2018-07-05,5955.0
1922,2018-07-06,6193.0
1923,2018-07-07,6094.0
1924,2018-07-08,6058.0
1925,2018-07-09,6373.0
1926,2018-07-10,6924.0
1927,2018-07-11,6893.0
1928,2018-07-12,6503.0
1929,2018-07-13,6573.0
1930,2018-07-14,6030.0
1931,2018-07-15,5234.0
1932,2018-07-16,5760.0
1933,2018-07-17,5663.0
1934,2018-07-18,6216.0
1935,2018-07-19,6270.0
1936,2018-07-20,6365.0
1937,2018-07-21,6034.0
1938,2018-07-22,5562.0
1939,2018-07-23,4996.0
1940,2018-07-24,5556.0
1941,2018-07-25,5990.0
1942,2018-07-26,5734.0
1943,2018-07-27,5307.0
1944,2018-07-28,4811.0
1945,2018-07-29,4424.0
1946,2018-07-30,5290.0
1947,2018-07-31,5597.0
1948,2018-08-01,5388.0
1949,2018-08-02,5742.0
1950,2018-08-03,5893.0
1951,2018-08-04,5637.0
1952,2018-08-05,5615.0
1953,2018-08-06,5555.0
1954,2018-08-07,5044.0
1955,2018-08-08,5081.0
1956,2018-08-09,5355.0
1957,2018-08-10,5822.0
1958,2018-08-11,5731.0
1959,2018-08-12,5755.0
1960,2018-08-13,5591.0
1961,2018-08-14,5629.0
1962,2018-08-15,5777.0
1963,2018-08-16,5665.0
1964,2018-08-17,5773.0
1965,2018-08-18,5890.0
1966,2018-08-19,5704.0
1967,2018-08-20,5357.0
1968,2018-08-21,5752.0
1969,2018-08-22,5852.0
1970,2018-08-23,5687.0
1971,2018-08-24,5687.0
1972,2018-08-25,5453.0
1973,2018-08-26,5253.0
1974,2018-08-27,5122.0
1975,2018-08-28,5378.0
1976,2018-08-29,5152.0
1977,2018-08-30,5049.0
1978,2018-08-31,5530.0
1979,2018-09-01,5556.0
1980,2018-09-02,5346.0
1981,2018-09-03,4577.0
1982,2018-09-04,4059.0
1983,2018-09-05,4507.0
1984,2018-09-06,4565.0
1985,2018-09-07,5052.0
1986,2018-09-08,4807.0
1987,2018-09-09,4314.0
1988,2018-09-10,4203.0
1989,2018-09-11,4669.0
1990,2018-09-12,5037.0
1991,2018-09-13,5064.0
1992,2018-09-14,5113.0
1993,2018-09-15,5010.0
1994,2018-09-16,4856.0
1995,2018-09-17,4823.0
1996,2018-09-18,5075.0
1997,2018-09-19,5075.0
1998,2018-09-20,5047.0
1999,2018-09-21,5143.0
2000,2018-09-22,4976.0
2001,2018-09-23,4253.0
2002,2018-09-24,3930.0
2003,2018-09-25,4188.0
2004,2018-09-26,3965.0
2005,2018-09-27,4151.0
2006,2018-09-28,4266.0
2007,2018-09-29,4398.0
2008,2018-09-30,4393.0
2009,2018-10-01,4121.0
2010,2018-10-02,4513.0
2011,2018-10-03,4164.0
2012,2018-10-04,4572.0
2013,2018-10-05,4612.0
2014,2018-10-06,4614.0
2015,2018-10-07,4188.0
2016,2018-10-08,3954.0
2017,2018-10-09,4321.0
2018,2018-10-10,4403.0
2019,2018-10-11,4559.0
2020,2018-10-12,4369.0
2021,2018-10-13,4049.0
2022,2018-10-14,3746.0
2023,2018-10-15,3450.0
2024,2018-10-16,3837.0
2025,2018-10-17,3966.0
2026,2018-10-18,3970.0
2027,2018-10-19,3986.0
2028,2018-10-20,3335.0
2029,2018-10-21,3651.0
2030,2018-10-22,3421.0
2031,2018-10-23,3652.0
2032,2018-10-24,3720.0
2033,2018-10-25,3761.0
2034,2018-10-26,3752.0
2035,2018-10-27,3676.0
2036,2018-10-28,3450.0
2037,2018-10-29,3301.0
2038,2018-10-30,3582.0
2039,2018-10-31,3664.0
2040,2018-11-01,3694.0
2041,2018-11-02,3660.0
2042,2018-11-03,3646.0
2043,2018-11-04,3450.0
2044,2018-11-05,3222.0
2045,2018-11-06,3389.0
2046,2018-11-07,3332.0
2047,2018-11-08,2698.0
2048,2018-11-09,2609.0
2049,2018-11-10,3111.0
2050,2018-11-11,3012.0
2051,2018-11-12,2932.0
2052,2018-11-13,3203.0
2053,2018-11-14,3308.0
2054,2018-11-15,3248.0
2055,2018-11-16,3292.0
2056,2018-11-17,3387.0
2057,2018-11-18,3185.0
2058,2018-11-19,3179.0
2059,2018-11-20,3254.0
2060,2018-11-21,3207.0
2061,2018-11-22,3460.0
2062,2018-11-23,3230.0
2063,2018-11-24,3460.0
2064,2018-11-25,3178.0
2065,2018-11-26,3302.0
2066,2018-11-27,3318.0
2067,2018-11-28,3302.0
2068,2018-11-29,3309.0
2069,2018-11-30,3394.0
2070,2018-12-01,3571.0
2071,2018-12-02,3290.0
2072,2018-12-03,3311.0
2073,2018-12-04,3350.0
2074,2018-12-05,3438.0
2075,2018-12-06,3437.0
2076,2018-12-07,3521.0
2077,2018-12-08,3594.0
2078,2018-12-09,3538.0
2079,2018-12-10,3509.0
2080,2018-12-11,3457.0
2081,2018-12-12,3567.0
2082,2018-12-13,3608.0
2083,2018-12-14,3607.0
2084,2018-12-15,3707.0
2085,2018-12-16,3637.0
2086,2018-12-17,3696.0
2087,2018-12-18,3718.0
2088,2018-12-19,3756.0
2089,2018-12-20,3696.0
2090,2018-12-21,3805.0
2091,2018-12-22,4031.0
2092,2018-12-23,3755.0
2093,2018-12-24,3901.0
2094,2018-12-25,3963.0
2095,2018-12-26,3927.0
2096,2018-12-27,3900.0
2097,2018-12-28,4057.0
2098,2018-12-29,4396.0
2099,2018-12-30,4170.0
2100,2018-12-31,4120.0
2101,2019-01-01,4292.0
2102,2019-01-02,4336.0
2103,2019-01-03,4183.0
2104,2019-01-04,4241.0
2105,2019-01-05,4413.0
2106,2019-01-06,4093.0
2107,2019-01-07,3922.0
2108,2019-01-08,4212.0
2109,2019-01-09,4167.0
2110,2019-01-10,4234.0
2111,2019-01-11,4194.0
2112,2019-01-12,4336.0
2113,2019-01-13,4104.0
