,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
2294,2/9/19,6097,0.00,113.90,89.10,-0.70,292.00,0.00
2295,3/9/19,6153,0.00,122.80,98.00,0.00,201.00,0.00
2296,4/9/19,6323,0.00,129.20,99.90,-0.20,348.00,0.00
2297,5/9/19,6251,0.00,130.30,100.80,0.10,135.00,0.00
2298,6/9/19,6155,0.00,128.70,106.20,-0.60,154.00,0.00
2299,7/9/19,6134,0.00,128.50,106.70,-0.40,147.00,0.00
2300,8/9/19,5838,0.00,122.20,101.50,-0.60,188.00,0.00
2301,9/9/19,6018,0.00,116.70,93.90,0.00,144.00,0.00
2302,10/9/19,6231,0.00,128.50,103.70,0.80,221.00,0.00
2303,11/9/19,6348,0.00,126.90,103.40,0.00,179.00,0.00
2304,12/9/19,6575,0.00,134.90,106.60,1.00,261.00,0.10
2305,13/09/19,6502,0.00,137.20,113.80,-0.60,187.00,0.00
2306,14/09/19,6334,0.00,132.60,110.60,-0.60,173.00,0.00
2307,15/09/19,6157,0.00,125.30,102.50,0.40,221.00,0.00
2308,16/09/19,5795,0.00,116.20,93.50,0.00,255.00,0.00
2309,17/09/19,6155,0.00,124.60,102.00,0.10,177.00,0.00
2310,18/09/19,6027,0.00,125.10,102.30,-1.10,210.00,0.00
2311,19/09/19,5829,0.00,121.00,98.30,-0.60,203.00,0.00
2312,20/09/19,5526,0.00,113.90,92.20,-1.00,203.00,0.00
2313,21/09/19,5365,0.00,113.40,96.10,-0.50,125.00,0.00
2314,22/09/19,5244,0.00,108.10,91.20,-0.80,197.00,0.00
2315,23/09/19,4623,0.00,94.00,78.00,-1.70,98.00,0.00
2316,24/09/19,4613,0.00,98.50,81.80,-0.90,116.00,0.00
2317,25/09/19,4733,0.00,99.30,83.30,-0.80,141.00,0.00
2318,26/09/19,4851,0.00,102.40,84.20,0.20,158.00,0.00
2319,27/09/19,4766,0.00,102.60,85.50,-0.80,134.00,0.00
2320,28/09/19,4682,0.00,100.90,84.70,-1.40,110.00,0.00
2321,29/09/19,4276,0.00,94.60,78.90,-1.00,132.00,0.00
2322,30/09/19,3909,0.00,84.70,71.00,-2.10,46.00,0.00
2323,1/10/19,4251,0.00,89.20,73.80,-1.90,109.00,0.00
2324,2/10/19,4424,0.00,92.80,76.70,-0.70,149.00,0.00
2325,3/10/19,3831,0.00,79.50,63.90,-0.10,145.00,0.00
2326,4/10/19,4549,0.00,92.60,75.80,-0.80,128.00,0.00
2327,5/10/19,4312,0.00,89.40,73.90,-1.60,56.00,0.00
2328,6/10/19,3925,0.00,82.20,66.90,-1.30,123.00,0.00
2329,7/10/19,3690,0.00,77.80,63.20,-1.90,32.00,0.00
2330,8/10/19,3943,0.00,82.50,68.60,-2.00,39.00,0.00
2331,9/10/19,3346,0.00,73.10,57.10,-0.50,83.00,0.00
2332,10/10/19,4012,0.00,82.80,67.20,-0.90,101.00,0.00
2333,11/10/19,4112,0.00,83.20,68.60,-1.70,125.00,0.00
2334,12/10/19,4087,0.00,84.90,69.00,-1.20,60.00,0.00
2335,13/10/19,3902,0.00,82.50,66.20,-0.80,127.00,0.00
2336,14/10/19,3731,0.00,80.20,63.70,-1.00,90.00,0.00
2337,16/10/19,4268,0.00,86.00,69.40,-0.10,206.00,0.00
2338,17/10/19,4227,0.00,88.30,71.60,-0.20,195.00,0.00
2339,18/10/19,4276,0.00,87.90,71.70,-0.80,120.00,0.00
2340,19/10/19,4341,0.00,86.40,70.60,-0.40,160.00,0.00
2341,20/10/19,3907,0.00,80.70,64.20,-0.80,144.00,0.00
2342,21/10/19,3595,0.00,75.30,59.50,-1.10,55.00,0.00
2343,22/10/19,3889,0.00,78.40,62.70,-1.30,101.00,0.00
2344,23/10/19,3803,0.00,75.90,60.20,-1.00,148.00,0.00
2345,24/10/19,3782,0.00,73.70,59.80,-1.90,166.00,0.00
2346,25/10/19,3859,0.00,75.90,60.00,-0.40,174.00,0.00
2347,26/10/19,3810,0.00,76.00,60.00,0.10,175.00,0.00
2348,27/10/19,3410,0.00,69.10,54.00,-0.60,88.00,0.00
2349,28/10/19,3006,0.00,60.80,45.20,-0.80,103.00,0.00
2350,29/10/19,2861,0.00,60.30,44.70,-0.20,147.00,0.00
2351,30/10/19,3119,0.00,63.20,49.40,-0.90,84.00,0.00
2352,31/10/19,3648,0.00,68.40,53.40,-0.40,569.00,0.00
2353,1/11/19,3464,0.00,67.60,52.80,-1.00,96.00,0.00
2354,2/11/19,3434,0.00,69.00,53.00,-1.70,93.00,0.00
2355,3/11/19,3251,0.00,64.80,49.50,-1.40,95.00,0.00
2356,5/11/19,3512,0.00,66.30,51.00,-0.90,94.00,0.00
2357,7/11/19,3560,0.00,67.60,51.30,-0.60,132.00,0.10
2358,8/11/19,3399,0.00,65.50,50.00,-0.80,141.00,0.00
2359,9/11/19,3393,0.00,64.90,49.50,-0.40,277.00,0.00
2360,10/11/19,3142,0.00,61.40,45.70,-0.90,228.00,0.00
2361,11/11/19,3083,0.00,59.60,42.60,0.40,196.00,0.00
2362,12/11/19,3234,0.00,63.20,46.70,-0.10,244.00,0.00
2363,13/11/19,3217,0.00,59.90,44.70,-0.90,57.00,0.00
2364,14/11/19,3265,0.00,62.00,46.30,-1.60,153.00,0.00
2365,16/11/19,3588,0.00,60.60,51.70,-0.80,101.00,0.00
2366,17/11/19,3230,0.00,60.40,45.60,-1.00,109.00,0.00
2367,18/11/19,3276,0.00,61.50,51.60,-1.80,119.00,0.00
2368,19/11/19,3272,0.00,62.60,51.70,-0.70,158.00,0.00
2369,20/11/19,3369,0.00,63.60,50.30,-0.70,154.00,0.00
2370,21/11/19,3369,0.00,63.60,50.30,-0.70,154.00,0.00
2371,22/11/19,3337,0.00,63.40,52.80,-1.00,123.00,0.00
2372,23/11/19,3484,0.00,64.00,52.90,-0.30,198.00,0.00
2373,24/11/19,3280,0.00,60.40,49.10,-0.80,264.00,0.00
2374,25/11/19,3330,0.00,58.00,47.60,-0.80,156.00,0.00
2375,26/11/19,3329,0.00,62.50,51.60,-0.80,118.00,0.00
2376,27/11/19,3374,0.00,63.50,52.50,-0.60,137.00,0.00
2377,28/11/19,3457,0.00,62.60,53.00,-0.90,219.00,0.10
2378,29/11/19,3384,0.00,62.40,52.40,-1.20,124.00,0.00
2379,30/11/19,3508,0.00,63.50,52.80,-0.50,136.00,0.00
2380,1/12/19,3358,0.00,60.40,49.50,-0.70,102.00,0.10
2381,2/12/19,3249,0.00,57.20,47.40,-1.80,91.00,0.00
2382,3/12/19,3420,0.00,60.80,51.00,-1.10,183.00,0.00
2383,4/12/19,3490,0.00,62.50,51.80,-1.00,149.00,0.00
2384,5/12/19,3583,0.00,62.60,52.00,-0.70,148.00,0.00
2385,6/12/19,3526,0.00,63.50,52.80,-1.10,133.00,0.00
2386,7/12/19,3696,0.00,65.00,53.80,-0.40,189.00,0.00
2387,8/12/19,3469,0.00,62.00,50.90,-0.20,248.00,0.00
2388,9/12/19,3548,0.00,59.30,48.40,-0.80,158.00,0.00
2389,10/12/19,3537,0.00,62.80,49.80,-0.30,174.00,0.00
2390,11/12/19,3607,0.00,62.90,53.00,-1.00,191.00,0.00
2391,12/12/19,3722,0.00,65.40,53.60,-0.50,203.00,0.00
2392,13/12/19,3645,0.00,64.80,53.30,-1.20,161.00,0.00
2393,14/12/19,3900,0.00,66.80,54.80,-0.20,264.00,0.00
2394,15/12/19,3817,0.00,63.80,51.40,0.00,182.00,0.00
2395,16/12/19,3819,0.00,62.00,51.10,-0.90,139.00,0.00
2396,17/12/19,3868,0.00,67.60,54.00,-0.30,346.00,0.00
2397,18/12/19,4028,0.00,70.20,54.20,-0.60,197.00,0.00
2398,19/12/19,4162,0.00,70.20,56.20,-1.60,235.00,0.00
2399,20/12/19,4181,0.00,73.20,56.50,-0.50,263.00,0.00
2400,21/12/19,4486,0.00,74.80,57.60,-0.40,226.00,0.00
2401,22/12/19,4120,0.00,70.70,55.00,-0.40,227.00,0.00
2402,23/12/19,4028,0.00,70.00,53.40,0.10,260.00,0.00
2403,24/12/19,4486,0.00,74.20,58.50,-1.30,174.00,0.00
2404,25/12/19,4477,0.00,76.90,59.90,-0.20,272.00,0.00
2405,26/12/19,4700,0.00,76.90,56.40,1.70,500.00,0.00
2406,27/12/19,4740,0.00,79.20,62.10,0.30,264.00,0.00
2407,28/12/19,4872,0.00,82.00,63.30,0.30,240.00,0.00
2408,29/12/19,4630,0.00,80.40,66.70,1.40,379.00,0.00
2409,30/12/19,4691,0.00,78.00,66.90,0.10,280.00,0.00
2410,31/12/19,5001,0.00,85.80,74.70,0.50,282.00,0.00
2411,1/1/20,5149,0.00,85.50,73.10,0.30,285.00,0.00
2412,2/1/20,5210,0.00,83.50,71.90,0.40,369.00,0.00
2413,3/1/20,4690,0.00,79.20,69.00,-0.40,338.00,0.00
2414,4/1/20,4728,0.00,76.60,66.90,-0.90,222.00,0.10
2415,5/1/20,4215,0.00,71.10,60.70,-0.70,255.00,0.00
2416,6/1/20,4182,0.00,69.00,58.10,0.00,239.00,0.00
2417,7/1/20,4341,0.00,73.80,62.10,0.00,249.00,0.00
2418,8/1/20,4338,0.00,74.50,62.80,-0.10,198.00,0.00
2419,9/1/20,4282,0.00,74.70,63.40,-0.20,324.00,0.00
2420,10/1/20,4586,0.00,77.50,65.40,0.70,265.00,0.00
2421,11/1/20,4802,0.00,79.70,64.50,0.50,299.00,0.00
2422,12/1/20,4522,0.00,72.70,58.00,-1.00,209.00,0.00
2423,13/01/20,4262,0.00,69.30,54.40,-1.20,258.00,0.00
2424,14/01/20,4392,0.00,74.90,58.00,-0.20,304.00,0.00
2425,16/01/20,4500,0.00,75.40,58.50,0.10,284.00,0.00
2426,17/01/20,4361,0.00,76.40,60.00,0.00,238.00,0.00
2427,18/01/20,4590,0.00,77.30,62.30,0.80,264.00,0.00
2428,19/01/20,4256,0.00,73.30,57.40,-0.20,350.00,0.00
2429,20/01/20,4566,0.00,71.70,55.80,-0.10,288.00,0.00
2430,21/01/20,4548,0.00,77.70,60.80,0.40,265.00,0.00
2431,22/01/20,4442,0.00,75.90,60.10,-0.80,220.00,0.00
2432,23/01/20,4604,0.00,76.60,61.00,-0.60,285.00,0.00
2433,24/01/20,4382,0.00,75.00,59.50,-1.30,259.00,0.00
2434,25/01/20,4613,0.00,76.00,60.60,-1.10,209.00,0.00
2435,26/01/20,4267,0.00,71.40,56.00,-1.40,250.00,0.00
2436,27/01/20,3729,0.00,60.30,45.40,-1.60,156.00,0.00
2437,28/01/20,4191,0.00,69.00,54.40,-1.00,266.00,0.00
2438,29/01/20,4225,0.00,72.10,55.90,-0.60,NA,0.00
2439,30/01/20,4323,0.00,71.80,56.80,-1.30,213.00,0.00
2440,31/01/20,4079,0.00,71.10,56.10,-1.50,179.00,0.00
2441,1/2/20,4401,0.00,73.00,57.50,-1.10,218.00,0.00
2442,2/2/20,4006,0.00,68.00,53.00,-1.20,173.00,0.00
2443,3/2/20,4188,0.00,67.30,51.60,-0.70,256.00,0.00
2444,4/2/20,4223,0.00,70.70,55.10,-0.90,186.00,0.00
2445,5/2/20,4083,0.00,69.80,55.60,-1.30,211.00,0.00
2446,6/2/20,4129,0.00,71.70,55.60,-0.40,196.00,0.00
2447,7/2/20,4193,0.00,70.70,55.40,-0.90,208.00,0.00
2448,8/2/20,4434,0.00,73.40,56.50,0.60,340.00,0.00
2449,9/2/20,3687,0.00,62.00,45.00,0.40,312.00,0.00
2450,10/2/20,4323,0.00,72.10,48.60,6.90,725.00,0.00
2451,11/2/20,4052,0.00,68.50,52.40,-0.80,238.00,0.00
2452,12/2/20,4098,0.00,69.50,53.70,0.60,288.00,0.00
2453,13/02/20,4149,0.00,68.80,52.70,-0.50,243.00,0.00
2454,14/02/20,3938,0.00,66.80,49.70,-1.20,204.00,0.00
2455,17/02/20,3813,0.00,61.10,45.20,-1.00,290.00,0.00
2456,18/02/20,3718,0.00,62.60,48.10,-1.90,134.00,0.00
2457,19/02/20,3816,0.00,64.00,48.20,-0.80,176.00,0.00
2458,20/02/20,3827,0.00,65.10,48.90,-0.70,223.00,0.00
2459,21/02/20,3693,0.00,63.60,45.90,-1.20,135.00,0.00
2460,22/02/20,4141,0.00,64.30,49.10,-1.40,162.00,0.00
2461,23/02/20,3592,0.00,60.70,45.40,-1.30,149.00,0.00
2462,24/02/20,3561,0.00,59.40,44.00,-0.50,208.00,0.00
2463,25/02/20,3587,0.00,63.90,47.50,0.10,224.00,0.00
2464,26/02/20,4225,0.00,75.00,46.80,11.40,717.00,0.00
2465,27/02/20,3563,0.00,63.80,46.80,-0.20,256.00,0.00
2466,28/02/20,3461,0.00,62.50,46.40,-0.30,268.00,0.00
2467,29/02/20,3599,0.00,63.80,47.90,-0.40,177.00,0.00
2468,1/3/20,3322,0.00,60.30,44.40,-0.90,171.00,0.00
2469,2/3/20,3326,0.00,57.90,41.90,-0.50,202.00,0.00
2470,3/3/20,3310,0.00,61.50,46.10,-1.00,187.00,0.00
2471,4/3/20,3406,0.00,62.80,46.70,-0.60,158.00,0.00
2472,5/3/20,3457,0.00,63.90,48.40,0.40,173.00,0.10
2473,6/3/20,3475,0.00,62.90,46.80,-0.20,425.00,0.00
2474,7/3/20,3682,0.00,64.40,47.00,0.50,504.00,0.00
2475,8/3/20,3517,0.00,59.90,44.50,-1.20,151.00,0.00
2476,9/3/20,3427,0.00,58.20,45.30,-0.20,237.00,0.00
2477,10/3/20,3524,0.00,58.00,42.70,-1.30,137.00,0.00
2478,11/3/20,2292,0.00,45.60,34.40,-0.30,250.00,0.00
2479,12/3/20,3121,0.00,53.30,42.40,-0.90,118.00,0.00
2480,13/03/20,3419,0.00,58.80,47.30,-0.60,192.00,0.00
2481,14/03/20,3493,0.00,61.10,49.50,-0.70,157.00,0.00
2482,15/03/20,3306,0.00,58.30,46.70,-0.30,143.00,0.00
2483,16/03/20,3322,0.00,54.90,44.90,-1.30,140.00,0.00
2484,17/03/20,3433,0.00,59.20,47.70,-1.10,137.00,0.00
2485,18/03/20,3420,0.00,60.20,48.80,-1.20,105.00,0.00
2486,19/03/20,3439,0.00,60.70,49.50,-1.20,160.00,0.10
2487,20/03/20,3413,0.00,60.60,50.00,-0.90,212.00,0.00
2488,21/03/20,3451,0.00,63.40,47.80,-0.50,190.00,0.00
2489,22/03/20,3215,0.00,59.10,44.20,-2.00,75.00,0.00
2490,23/03/20,2282,0.00,46.10,33.90,-2.80,354.00,0.20
2491,24/03/20,2448,0.00,48.70,32.70,-2.40,60.00,0.00
2492,25/03/20,2379,0.00,46.00,35.20,-1.50,161.00,0.00
2493,26/03/20,2419,0.00,46.10,35.40,-1.10,200.00,0.00
2494,27/03/20,2273,0.00,44.10,34.40,-2.00,40.00,0.00
2495,28/03/20,2425,0.00,44.40,33.80,-1.80,139.00,0.00
2496,29/03/20,2241,0.00,41.80,32.20,-2.10,19.00,0.00
2497,30/03/20,2241,0.00,41.80,32.20,-2.10,19.00,0.00
2498,31/03/20,2302,0.00,42.90,32.90,-1.40,32.00,0.00
2499,1/4/20,2302,0.00,42.90,32.90,-1.40,32.00,0.00
2500,2/4/20,2413,0.00,44.90,33.60,-0.60,84.00,0.00
2501,3/4/20,2294,0.00,43.80,33.70,-1.70,41.00,0.00
2502,4/4/20,2239,0.00,43.50,34.10,-1.90,106.00,0.00
2503,5/4/20,2139,2.00,44.10,33.20,-1.40,70.00,0.00
2504,6/4/20,2196,0.00,45.80,35.70,-1.60,61.00,0.00
2505,7/4/20,2193,0.00,47.60,37.40,-2.10,26.00,0.00
2506,8/4/20,2193,0.00,46.10,37.30,-2.50,104.00,0.00
2507,9/4/20,2193,0.00,46.10,37.30,-2.50,104.00,0.00
2508,10/4/20,2226,0.00,47.50,37.10,-1.80,40.00,0.00
2509,11/4/20,2300,0.00,48.40,38.40,-1.60,10.00,0.00
2510,12/4/20,2384,0.00,50.10,40.90,-1.90,18.00,0.00
2511,13/04/20,2719,0.00,56.40,45.70,-1.60,53.00,0.00
2512,14/04/20,3007,0.00,60.80,49.60,-0.80,80.00,0.00
2513,15/04/20,2997,0.00,62.80,52.20,-1.60,137.00,0.00
2514,17/04/20,3160,0.00,63.00,53.50,-1.60,80.00,0.00
2515,18/04/20,3114,0.00,65.20,53.30,-0.30,92.00,0.00
2516,19/04/20,3082,0.00,62.10,51.60,-1.00,0.00,0.00
2517,20/04/20,2935,0.00,59.90,48.50,-0.80,177.00,0.00
2518,21/04/20,2729,0.00,56.80,46.70,-1.80,25.00,0.00
2519,22/04/20,2876,0.00,58.60,48.20,-1.60,30.00,0.00
2520,23/04/20,2853,0.00,59.90,50.20,-2.50,0.00,0.00
2521,24/04/20,2853,0.00,59.90,50.20,-2.50,0.00,0.00
2522,25/04/20,3048,0.00,59.50,50.70,-2.30,23.00,0.00
2523,26/04/20,3094,0.00,62.20,52.60,-2.60,31.00,0.00
2524,27/04/20,3072,0.00,57.80,48.60,-2.60,0.00,0.00
2525,28/04/20,2947,0.00,58.40,48.40,-2.10,0.00,0.00
2526,29/04/20,3174,0.00,63.00,53.30,-2.40,0.00,0.00
2527,30/04/20,3309,0.00,66.10,57.00,-3.10,23.00,0.00
2528,1/5/20,3309,0.00,66.10,57.00,-3.10,23.00,0.00
2529,2/5/20,3461,0.00,69.60,60.50,-3.10,0.00,0.00
2530,3/5/20,3471,0.00,68.30,60.20,-2.90,0.00,0.00
2531,4/5/20,3454,0.00,64.80,54.90,-2.20,19.00,0.00
2532,5/5/20,3398,0.00,65.80,56.80,-2.10,37.00,0.00
2533,6/5/20,3382,0.00,68.50,58.20,-2.00,4.00,0.00
2534,7/5/20,3388,0.00,65.70,54.80,-2.00,0.00,0.00
2535,8/5/20,3388,0.00,65.70,54.80,-2.00,0.00,0.00
2536,9/5/20,3745,0.00,71.80,59.70,-1.00,39.00,0.00
2537,10/5/20,4038,0.00,75.00,63.30,-2.30,45.00,0.00
2538,11/5/20,4029,0.00,69.40,53.70,-1.70,166.00,0.00
2539,12/5/20,3558,0.00,67.70,52.70,-1.90,0.00,0.00
2540,13/05/20,3747,0.00,71.80,55.60,-1.00,150.00,0.00
2541,14/05/20,3648,0.00,72.20,57.90,-2.00,51.00,0.10
2542,15/05/20,3667,0.00,72.00,57.60,-2.40,10.00,0.00
2543,16/05/20,3848,0.00,73.30,59.10,-2.70,0.00,0.00
2544,17/05/20,3848,0.00,73.30,59.10,-2.70,0.00,0.00
2545,18/05/20,3968,0.00,75.70,59.80,-2.10,49.00,0.30
2546,19/05/20,4079,0.00,78.70,64.30,-2.10,47.00,0.00
2547,20/05/20,4096,0.00,81.30,66.70,-2.60,34.00,0.00
2548,21/05/20,4216,0.00,82.30,67.80,-2.70,103.00,0.00
2549,22/05/20,4884,0.00,91.70,76.40,-2.90,68.00,0.20
2550,23/05/20,5003,0.00,95.20,78.70,-3.00,53.00,0.00
2551,24/05/20,5219,0.00,98.00,81.60,-3.50,141.00,0.00
2552,25/05/20,5219,0.00,98.00,81.60,-3.50,141.00,0.00
2553,26/05/20,5331,0.00,101.50,84.60,-3.60,64.00,0.00
2554,27/05/20,5421,0.00,106.90,90.40,-3.50,23.00,0.00
2555,28/05/20,5423,0.00,110.40,93.20,-2.60,119.00,0.40
2556,29/05/20,5403,0.00,105.60,89.00,-1.80,362.00,0.00
2557,30/05/20,4075,0.00,81.80,72.90,-2.80,96.00,0.00
2558,31/05/20,4096,0.00,73.30,64.70,-3.20,68.00,0.00
2559,1/6/20,3765,0.00,74.60,64.70,-2.10,178.00,0.00
2560,2/6/20,4037,0.00,81.10,71.40,-2.30,230.00,0.00
2561,3/6/20,4227,0.00,85.70,75.30,-0.90,135.00,0.00
2562,4/6/20,4186,0.00,85.10,74.90,-2.00,64.00,0.00
2563,5/6/20,4186,0.00,85.10,74.90,-2.00,64.00,0.00
2564,6/6/20,3895,0.00,81.00,71.40,-2.20,49.00,0.00
2565,7/6/20,4192,0.00,79.80,70.30,-2.90,198.00,0.00
2566,8/6/20,4583,0.00,88.00,76.90,-1.20,194.00,0.00
2567,9/6/20,4583,0.00,88.00,76.90,-1.20,194.00,0.00
2568,10/6/20,5095,0.00,97.50,86.80,-1.70,158.00,0.00
2569,11/6/20,5180,0.00,103.80,91.10,-2.50,219.00,0.00
2570,12/6/20,5514,0.00,107.40,92.40,-2.50,136.00,0.00
2571,13/06/20,5558,0.00,113.10,96.70,-2.80,173.00,0.10
2572,14/06/20,5500,0.00,103.90,90.30,-4.90,119.00,0.00
2573,15/06/20,5686,0.00,111.70,92.10,-2.50,183.00,0.10
2574,16/06/20,5860,0.00,116.70,95.80,-1.00,199.00,0.00
2575,17/06/20,5860,0.00,116.70,95.80,-1.00,199.00,0.00
2576,18/06/20,5981,0.00,120.20,98.20,0.00,407.00,0.00
2577,19/06/20,6028,0.00,120.50,99.00,-0.70,324.00,0.00
2578,20/06/20,6236,0.00,126.00,103.70,0.30,413.00,0.00
2579,21/06/20,6065,0.00,107.30,87.50,-1.60,310.00,0.00
2580,22/06/20,5214,0.00,97.90,80.40,-1.30,211.00,0.00
2581,23/06/20,5351,0.00,101.90,88.50,-1.80,187.00,0.00
2582,24/06/20,5318,0.00,107.30,90.50,0.20,882.00,0.00
2583,25/06/20,5328,0.00,106.60,91.00,-0.70,279.00,0.20
2584,26/06/20,5371,0.00,108.40,92.60,-0.30,177.00,0.00
2585,27/06/20,5556,0.00,106.60,91.50,-0.20,190.00,0.00
2586,28/06/20,6086,0.00,112.50,99.70,1.10,501.00,0.00
2587,29/06/20,6086,0.00,112.50,99.70,1.10,501.00,0.00
2588,30/06/20,6234,0.00,119.80,103.70,-1.20,322.00,0.00
2589,1/7/20,5954,0.00,120.00,99.80,-1.70,174.00,0.00
2590,2/7/20,6164,0.00,125.90,103.70,-0.60,225.00,0.00
2591,3/7/20,6164,0.00,125.90,103.70,-0.60,225.00,0.00
2592,4/7/20,6291,0.00,128.00,107.20,-2.20,309.00,0.00
2593,5/7/20,5953,0.00,118.50,98.50,-1.30,267.00,0.00
2594,6/7/20,5079,0.00,104.70,90.60,-1.80,198.00,0.10
2595,7/7/20,5079,0.00,104.70,90.60,-1.80,198.00,0.10
2596,8/7/20,4894,0.00,99.90,87.30,-2.60,157.00,0.00
2597,9/7/20,5647,0.00,107.40,91.50,-0.10,275.00,0.00
2598,10/7/20,5740,0.00,116.10,101.70,-0.40,226.00,0.00
2599,11/7/20,5740,0.00,116.10,101.70,-0.40,226.00,0.00
2600,12/7/20,5507,0.00,104.70,90.90,-2.20,223.00,0.10
2601,13/07/20,5427,0.00,96.30,82.60,-2.70,188.00,0.00
2602,14/07/20,5414,0.00,97.80,89.90,-2.20,240.00,0.00
2603,17/07/20,5736,0.00,117.80,102.70,-0.80,339.00,0.00
2604,18/07/20,5611,0.00,113.70,99.10,-1.80,111.00,0.00
2605,19/07/20,5457,0.00,101.80,88.60,-0.60,183.00,0.10
2606,20/07/20,5030,0.00,99.70,85.10,-1.10,287.00,0.00
2607,21/07/20,5030,0.00,99.70,85.10,-1.10,287.00,0.00
2608,22/07/20,3866,0.00,84.80,75.80,0.00,352.00,0.00
2609,23/07/20,3866,0.00,84.80,75.80,0.00,352.00,0.00
2610,24/07/20,4453,0.00,88.20,78.00,-0.60,161.00,0.00
2611,25/07/20,4832,0.00,96.30,84.60,-1.60,186.00,0.00
2612,26/07/20,5278,0.00,99.20,86.60,-0.90,119.00,0.00
2613,27/07/20,5278,0.00,99.20,86.60,-0.90,119.00,0.00
2614,28/07/20,5410,0.00,112.70,98.50,-0.60,162.00,0.00
2615,29/07/20,6101,0.00,117.50,102.20,-0.90,142.00,0.00
2616,30/07/20,5938,0.00,111.90,100.40,-2.30,141.00,0.00
2617,31/07/20,5128,0.00,105.70,96.00,-0.10,253.00,0.00
2618,1/8/20,5128,0.00,105.70,96.00,-0.10,253.00,0.00
2619,2/8/20,5449,0.00,101.60,87.20,-2.00,56.00,0.00
2620,3/8/20,5415,0.00,105.10,91.20,-2.00,250.00,0.00
2621,4/8/20,5415,0.00,105.10,91.20,-2.00,250.00,0.00
2622,5/8/20,5708,0.00,113.20,98.90,-2.10,119.00,0.10
2623,6/8/20,5596,0.00,115.70,99.10,0.00,262.00,0.10
2624,7/8/20,5582,0.00,113.30,99.00,-2.30,217.00,0.00
2625,8/8/20,5582,0.00,113.30,99.00,-2.30,217.00,0.00
2626,9/8/20,5722,0.00,113.70,99.20,-2.00,85.00,0.00
2627,10/8/20,5610,0.00,107.30,95.80,-2.20,314.00,0.00
2628,11/8/20,5459,0.00,113.10,99.80,-1.90,244.00,0.00
2629,12/8/20,5323,0.00,111.00,95.60,-0.90,179.00,0.00
2630,13/08/20,5009,0.00,99.00,93.60,-0.60,346.00,0.00
2631,14/08/20,5009,0.00,99.00,93.60,-0.60,346.00,0.00
2632,15/08/20,5152,0.00,106.00,81.90,-1.30,236.00,
2633,17/08/20,5177,0.00,99.20,87.10,-1.20,122.00,0.00
2634,18/08/20,4538,0.00,90.60,67.30,-1.80,202.00,
2635,19/08/20,5025,0.00,108.00,97.60,-3.00,82.00,0.00
2636,20/08/20,4829,0.00,95.50,85.20,-2.50,120.00,0.00
2637,21/08/20,4105,0.00,87.90,78.50,-2.60,73.00,0.00
2638,22/08/20,4365,0.00,90.00,79.20,-2.10,82.00,0.00
2639,23/08/20,4438,0.00,91.60,79.70,-0.50,116.00,0.00
2640,24/08/20,4424,0.00,91.40,79.20,-0.90,126.00,0.00
2641,25/08/20,4474,0.00,96.10,84.00,-0.70,129.00,0.00
2642,26/08/20,4630,0.00,97.20,85.40,-1.20,87.00,0.00
2643,27/08/20,4866,0.00,100.50,87.70,-1.10,106.00,0.00
2644,28/08/20,5145,0.00,102.30,91.50,-0.70,181.00,0.00
2645,29/08/20,5091,0.00,103.20,90.30,-0.90,200.00,0.10
2646,30/08/20,4920,0.00,96.70,85.10,-1.70,135.00,0.00
2647,31/08/20,4796,0.00,90.60,79.90,-1.90,115.00,0.00
2648,1/9/20,4430,0.00,93.30,82.40,-1.60,122.00,0.10
2649,2/9/20,4785,0.00,97.50,85.30,-0.90,42.00,0.00
2650,3/9/20,5140,0.00,102.10,89.40,0.30,193.00,0.00
2651,4/9/20,5294,0.00,110.70,97.00,0.30,248.00,0.00
2652,5/9/20,5151,0.00,104.40,92.20,-1.10,195.00,0.00
2653,6/9/20,4932,0.00,96.30,83.30,0.00,114.00,0.00
2654,7/9/20,4932,0.00,96.30,83.30,0.00,114.00,0.00
2655,8/9/20,4877,0.00,104.20,93.60,-1.60,63.00,0.00
2656,9/9/20,5424,0.00,113.10,99.10,0.80,279.00,0.00
2657,10/9/20,5424,0.00,113.10,99.10,0.80,279.00,0.00
2658,11/9/20,5578,0.00,114.30,101.20,0.60,175.00,0.00
2659,12/9/20,5644,0.00,116.70,103.60,-0.60,158.00,0.00
2660,13/09/20,5513,0.00,112.30,100.70,-0.80,174.00,0.00
2661,14/09/20,5762,0.00,120.50,106.80,0.40,179.00,0.00
2662,16/09/20,5922,0.00,120.50,105.90,-0.40,184.00,0.00
2663,17/09/20,6030,0.00,123.90,107.40,0.40,244.00,0.00
2664,18/09/20,6040,0.00,124.60,109.00,0.00,216.00,0.00
2665,19/09/20,6218,0.00,126.50,111.80,0.20,380.00,0.00
2666,20/09/20,6073,0.00,123.50,107.10,0.40,220.00,0.00
2667,21/09/20,5940,0.00,116.50,100.60,0.00,223.00,0.00
2668,22/09/20,6044,0.00,125.20,108.50,0.70,205.00,0.00
2669,23/09/20,5895,0.00,122.20,107.30,-0.20,197.00,0.00
2670,24/09/20,5763,0.00,119.30,108.30,-0.40,217.00,0.10
