Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/23,5091.00,0.00,84.60,74.20,-1.00,281.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/17,5366.00,0.00,106.70,79.50,-1.80,246.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/16,4145.00,0.00,85.30,66.40,-0.20,"84
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/20,3413.00,0.00,60.60,50.00,-0.90,212.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/15,3829.00,3.00,66.10,45.10,-0.60,"240
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/17,3303.00,0.00,60.10,49.70,-1.00,"186
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/13,4197.00,5.00,94.00,68.20,-5.70,"28
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/19,6515.00,0.00,130.70,109.60,-0.80,194.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/20,6218.00,0.00,126.50,111.80,0.20,380.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/21,3404.00,0.00,62.10,46.30,-2.00,89.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/14,3793.00,0.00,66.70,50.60,-1.90,"202
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/17,– ,110016.00, ,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/14,3093.00,57.00,54.20,40.00,0.90,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/22,4187.00,0.00,69.20,57.10,-0.40,274.00 ,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/13,4531.00,0.00,94.60,72.50,-1.90,"131
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/11/13,2983.00,0.00,53.90,39.50,-1.10,"209
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/07/19,– ,110016.00, ,"
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/20,5278.00,0.00,99.20,86.60,-0.90,119.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/17,5574.00,0.00,109.90,95.40,0.20,230.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/21,6270.00,0.00,122.80,108.20,0.20,267.00 ,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/16,5685.00,0.00,112.60,91.60,0.00,"181
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/14,3069.00,0.00,60.80,48.10,-3.30,"134
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/19,3973.00,0.00,63.10,59.50,-1.20,212.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/18,5355.00,0.00,109.90,92.70,0.00,351.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/09/19,4766.00,0.00,102.60,85.50,-0.80,134.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/10/18,3720.00,0.00,72.70,56.40,-0.90,74.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/21,2909.00,0.00,64.00,48.70,-2.10,13.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/16,5771.00,0.00,120.50,99.10,-1.00,"217
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/22,6543.00,0.00,129.40,118.70,0.40,349.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/15,5452.00,3.00,108.80,87.30,-0.30,"145
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/18,3932.00,0.00,61.70,46.90,-0.90,354.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/22,4003.00,0.00,79.00,78.30,-1.20,169.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/17,3604.00,0.00,60.00,48.40,-0.20,"312
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/15,2886.00,0.00,55.80,41.20,0.30,"246
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/14,5152.00,0.00,106.00,81.90,-1.30,"236
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/23,3855.00,0.00,67.90,58.10,105.00,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/21,4218.00,0.00,69.50,59.40,-2.50,362.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/14,3031.00,0.00,58.40,43.40,-0.70,"190
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/16,3188.00,3.00,61.10,50.70,0.10,"168
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/21,3620.00,0.00,60.80,57.50,-1.30,133.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/08/16,4419.00,0.00,89.40,71.70,-1.30,"162
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/11/17,3301.00,0.00,62.30,47.70,-1.10,179.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/15,3895.00,0.00,64.60,41.60,-1.80,"223
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/10/20,4004.00,0.00,84.10,67.40,-1.50,122.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/09/21,4740.00,0.00,97.10,83.30,-1.80,63.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/18,6030.00,0.00,120.70,94.30,-2.70,95.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/13,3829.00,0.00,76.90,56.40,3.40,"332
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/17,5772.00,0.00,113.70,94.30,-0.20,229.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/20,4186.00,0.00,85.10,74.90,-2.00,64.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/05/14,4478.00,0.00,94.40,73.50,0.00,"302
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/23,3934.00,0.00,81.10,74.40,-2.40,158.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/19,2861.00,0.00,60.30,44.70,-0.20,147.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/06/13,4640.00,0.00,97.60,77.70,-3.50,"312
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/19,5444.00,0.00,112.20,94.20,0.90,322.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/18,3332.00,0.00,63.00,52.80,-1.20,120.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/14,5252.00,11.00,107.90,80.10,-2.80,"157
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/16,3583.00,0.00,72.70,65.10,2.00,"512
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/06/15,4292.00,0.00,91.20,72.20,-1.10,"181
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/07/22,5897.00,0.00,123.60,112.00,-0.20,251.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/19,3420.00,0.00,60.80,51.00,-1.10,183.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/19,4120.00,0.00,72.20,56.10,-0.50,227.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/20,4267.00,0.00,71.40,56.00,-1.40,250.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/15,4730.00,0.00,101.20,89.00,-1.30,"192
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/16,3157.00,3.00,53.70,39.40,0.30,"342
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/23,3707.00,0.00,68.60,61.10,-2.00,85.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/09/22,5318.00,0.00,111.50,101.10,-2.40,194.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/19,4229.00,0.00,86.90,72.00,-0.50,138.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/17,3690.00,0.00,63.30,49.90,1.50,"269
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/15,3330.00,0.00,60.70,42.90,0.70,"327
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/22,3498.00,0.00,74.20,61.70,-0.60,206.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/14,3865.00,0.00,81.70,51.00,0.20,"252
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/15,5275.00,0.00,111.10,92.50,-0.80,"192
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/21,4207.00,0.00,70.60,59.90,-1.30,208.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/08/22,5096.00,0.00,109.30,100.00,-2.80,142.00 ,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/6/14,5162.00,0.00,109.10,83.80,-2.60,"362
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/17,5098.00,0.00,104.50,86.00,0.10,"177
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/07/15,4487.00,59.00,96.70,85.30,-1.40,"65
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/06/22,7528.00,0.00,153.50,133.40,-0.70,345.00 ,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/20,4216.00,0.00,82.30,67.80,-2.70,103.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/18,4031.00,0.00,69.00,52.20,0.30,219.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/05/13,4981.00,0.00,104.50,79.20,-4.70,"119
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/22,4111.00,0.00,89.70,77.50,-0.40,97.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/07/16,5606.00,0.00,111.20,90.90,-1.80,"115
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/21,6013.00,0.00,117.30,105.60,-2.00,193.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/18,5453.00,0.00,111.90,90.50,-1.20,123.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/19,3329.00,0.00,62.50,51.60,-0.80,118.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/18,3954.00,0.00,84.90,57.60,-0.20,127.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/18,3388.00,0.00,65.50,52.40,0.30,210.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/14,3871.00,0.00,67.60,45.30,-0.10,"461
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/10/17,4001.00,0.00,82.80,67.00,-2.30,46.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/17,3326.00,0.00,60.70,48.80,0.30,"214
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/20,4188.00,0.00,67.30,51.60,-0.70,256.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/22,3809.00,0.00,62.80,55.80,-1.30,125.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/11/20,3115.00,0.00,58.20,42.40,-1.10,138.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/13,3088.00,0.00,56.80,41.80,-1.40,"512
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/19,5508.00,0.00,111.10,95.00,-0.30,170.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/09/13,3901.00,0.00,84.10,66.50,-2.60,"125
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/22,3662.00,0.00,65.30,59.20,-1.90,156.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/20,3813.00,0.00,61.10,45.20,-1.00,290.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/17,3309.00,0.00,57.80,50.10,0.50,"188
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/21,3794.00,0.00,74.20,62.70,-1.30,192.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/20,5940.00,0.00,116.50,100.60,0.00,223.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/17,5923.00,0.00,112.90,88.20,-0.70,163.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/16,2975.00,0.00,55.50,39.90,1.00,"315
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/14,3502.00,48.00,62.70,43.20,-0.60,"482
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/18,3256.00,0.00,61.90,52.00,-1.00,163.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/18,5530.00,0.00,111.00,88.10,-0.30,176.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/16,4561.00,0.00,96.80,77.70,-2.20,"100
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/22,4974.00,0.00,103.30,89.20,-2.20,94.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/15,4322.00,6.00,88.60,68.80,-2.10,"129
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/05/13,4996.00,34.00,104.90,78.30,-3.20,"229
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/14,5203.00,0.00,107.20,75.50,-1.10,"383
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/18,4373.00,0.00,89.60,74.40,-2.40,66.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/21,3714.00,0.00,64.30,52.80,-0.70,155.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/22,6089.00,0.00,121.30,110.30,-1.20,160.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/21,4756.00,0.00,76.60,66.70,-0.90,288.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/15,5111.00,0.00,107.50,93.70,-2.40,"153
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/17,3791.00,0.00,64.50,52.30,-1.20,380.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/19,3741.00,0.00,77.30,62.90,-1.50,90.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/23,3725.00,0.00,76.80,74.70,-0.40,225.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/14,3460.00,0.00,62.30,44.30,-1.70,"286
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/16,2995.00,0.00,55.20,42.40,-1.70,"261
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/11/22,3554.00,0.00,60.60,54.20,-1.30,99.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/20,4229.00,0.00,69.20,52.70,0.10,246.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/15,4100.00,0.00,86.30,75.00,-0.80,"98
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/14,4525.00,1.00,92.60,69.20,-0.70,"141
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/19,3868.00,0.00,67.60,54.00,-0.30,346.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/21,3775.00,0.00,73.00,57.40,-1.70,81.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/16,3835.00,0.00,81.30,67.30,-0.20,"117
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/18,3794.00,0.00,65.20,51.70,0.10,247.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/19,5873.00,0.00,119.70,99.90,-0.50,674.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/18,3203.00,0.00,61.30,44.40,-0.20,154.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/19,3273.00,0.00,61.70,55.70,-0.90,120.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/13,4822.00,0.00,104.70,74.20,-1.30,"330
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/22,7008.00,0.00,138.10,122.80,-0.20,230.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/20,5095.00,0.00,97.50,86.80,-1.70,158.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/17,6110.00,6.00,122.00,97.40,0.20,264.00 ,"0.2
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/15,3595.00,0.00,75.40,55.80,2.00,"271
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/13,3677.00,0.00,76.20,57.00,-3.20,"215
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/20,4563.00,0.00,87.10,75.10,-0.10,161.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/20,3420.00,0.00,60.20,48.80,-1.20,105.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/17,3387.00,0.00,58.50,47.50,-0.80,"143
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/15,4331.00,0.00,65.20,41.50,0.60,"342
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/16,4182.00,0.00,85.30,70.20,-2.00,"106
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/17,3626.00,0.00,68.50,58.90,-0.10,200.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/16,3054.00,0.00,60.90,51.00,0.80,"193
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/17,5144.00,0.00,106.50,83.60,-1.40,209.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/14,3812.00,7.00,67.40,48.80,0.10,"196
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/16,3310.00,0.00,59.30,45.40,0.10,"246
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/21,3532.00,0.00,70.00,54.20,-1.50,117.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/21,5053.00,0.00,101.60,86.70,-0.40,179.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/22,4284.00,0.00,73.30,65.30,-0.60,197.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/13,4659.00,0.00,96.80,75.80,-4.20,"120
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/14,3504.00,0.00,72.70,57.90,-0.30,"212
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/16,5192.00,0.00,104.90,84.80,-1.80,"167
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/21,6412.00,0.00,128.60,114.00,-0.90,277.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/23,5458.00,0.00,111.90,102.70,-3.50,82.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/11/19,3217.00,0.00,59.90,44.70,-0.90,57.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/18,5822.00,0.00,116.90,100.20,-0.70,221.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/19,4013.00,0.00,68.70,63.40,-0.20,228.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/18,3045.00,0.00,62.90,51.20,-1.50,179.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/17,4153.00,0.00,88.00,74.20,-0.40,"310
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/20,3648.00,0.00,72.20,57.90,-2.00,51.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/18,3696.00,0.00,60.20,45.00,-0.10,208.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/13,3930.00,0.00,83.30,58.00,-2.70,"67
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/17,3457.00,0.00,62.20,48.50,0.20,250.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/15,3543.00,0.00,61.20,43.30,0.60,"304
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/15,4930.00,0.00,104.90,83.90,-1.00,"71
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/14,3606.00,0.00,67.90,42.40,1.40,"265
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/21,4333.00,0.00,70.10,59.60,-1.80,184.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/08/22,6111.00,0.00,126.30,115.70,-2.00,156.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/18,4024.00,0.00,83.00,67.10,0.00,135.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/14,4402.00,12.00,94.10,69.10,-0.20,"211
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/20,4262.00,0.00,69.30,54.40,-1.20,258.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/22,3663.00,0.00,71.30,63.80,-0.80,173.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/20,3570.00,0.00,61.90,50.00,1.20,249.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/16,3508.00,0.00,59.90,48.20,-0.30,"269
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/13,2892.00,0.00,59.30,43.60,-2.30,"244
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/04/19,5243.00,0.00,106.70,89.60,-0.50,114.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/06/15,5494.00,0.00,116.10,90.80,0.70,"354
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/22,6318.00,0.00,126.20,115.00,-2.70,160.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/17,5152.00,0.00,108.30,89.60,-6.40,51.00 ,"0.1
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/14,4115.00,0.00,86.60,69.00,0.60,"243
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/23,4371.00,0.00,90.70,84.40,-3.00,92.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/06/13,4118.00,0.00,86.50,70.00,-4.40,"120
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/19,3792.00,0.00,63.80,57.80,-0.40,204.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/08/19,6391.00,0.00,132.60,109.10,0.00,210.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/16,3226.00,0.00,60.40,49.80,1.20,"316
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/21,3691.00,0.00,62.10,49.00,-1.20,203.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/15,4003.00,0.00,68.50,47.80,-1.50,"149
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/11/17,3269.00,0.00,59.90,43.70,-1.80,173.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/16,5182.00,0.00,102.70,84.50,0.40,"266
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/09/21,5209.00,0.00,108.40,98.40,-1.30,133.00 ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/20,3793.00,0.00,76.00,58.60,0.30,169.00 ,"0.0
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
