,Unnamed: 0,Date,Max.Demand met during the day (MW)
0,0,2013-04-01,2776.0
1,1,2013-04-02,3034.0
2,2,2013-04-03,2991.0
3,3,2013-04-04,3125.0
4,4,2013-04-05,3160.0
5,5,2013-04-06,3153.0
6,6,2013-04-07,3055.0
7,7,2013-04-08,2993.0
8,8,2013-04-09,3328.0
9,9,2013-04-10,3314.0
10,10,2013-04-11,3513.0
11,11,2013-04-12,3491.0
12,12,2013-04-13,3511.0
13,13,2013-04-14,3153.0
14,14,2013-04-15,3180.0
15,15,2013-04-16,3558.0
16,16,2013-04-17,3646.0
17,17,2013-04-18,3658.0
18,18,2013-04-19,3751.0
19,19,2013-04-20,3534.0
20,20,2013-04-21,3592.0
21,21,2013-04-22,3247.0
22,22,2013-04-23,3535.0
23,23,2013-04-24,3601.0
24,24,2013-04-25,3692.0
25,25,2013-04-26,3937.0
26,26,2013-04-27,3871.0
27,27,2013-04-28,3570.0
28,28,2013-04-29,3497.0
29,29,2013-04-30,3880.0
30,30,2013-05-01,4126.0
31,31,2013-05-02,3853.0
32,32,2013-05-03,3918.0
33,33,2013-05-04,3931.0
34,34,2013-05-05,3930.0
35,35,2013-05-06,4013.0
36,36,2013-05-07,4325.0
37,37,2013-05-08,4351.0
38,38,2013-05-09,4488.0
39,39,2013-05-10,4554.0
40,40,2013-05-11,4547.0
41,41,2013-05-12,4151.0
42,42,2013-05-13,3775.0
43,43,2013-05-14,4155.0
44,44,2013-05-15,4361.0
45,45,2013-05-16,4435.0
46,46,2013-05-17,4521.0
47,47,2013-05-18,4578.0
48,48,2013-05-19,4381.0
49,49,2013-05-20,4384.0
50,50,2013-05-21,4713.0
51,51,2013-05-22,4892.0
52,52,2013-05-23,4895.0
53,53,2013-05-24,4996.0
54,54,2013-05-25,5173.0
55,55,2013-05-26,4906.0
56,56,2013-05-27,4739.0
57,57,2013-05-28,5198.0
58,58,2013-05-29,5001.0
59,59,2013-05-30,4981.0
60,60,2013-05-31,3309.0
61,61,2013-06-01,4822.0
62,62,2013-06-02,4490.0
63,63,2013-06-03,4510.0
64,64,2013-06-04,3309.0
65,65,2013-06-05,5010.0
66,66,2013-06-06,5161.0
67,67,2013-06-07,5567.0
68,68,2013-06-08,5091.0
69,69,2013-06-09,5052.0
70,70,2013-06-10,4908.0
71,71,2013-06-11,5139.0
72,72,2013-06-12,4838.0
73,73,2013-06-13,5045.0
74,74,2013-06-14,4698.0
75,75,2013-06-15,4640.0
76,76,2013-06-16,4367.0
77,77,2013-06-17,3591.0
78,78,2013-06-18,3637.0
79,79,2013-06-19,3852.0
80,80,2013-06-20,4118.0
81,81,2013-06-21,4581.0
82,82,2013-06-22,4812.0
83,83,2013-06-23,4791.0
84,84,2013-06-24,4900.0
85,85,2013-06-25,5364.0
86,86,2013-06-26,4999.0
87,87,2013-06-27,4867.0
88,88,2013-06-28,5048.0
89,89,2013-06-29,3309.0
90,90,2013-06-30,4837.0
91,91,2013-07-01,4721.0
92,92,2013-07-02,5070.0
93,93,2013-07-03,5338.0
94,94,2013-07-04,5077.0
95,95,2013-07-05,5197.0
96,96,2013-07-06,5181.0
97,97,2013-07-07,4743.0
98,98,2013-07-08,4648.0
99,99,2013-07-09,4958.0
100,100,2013-07-10,4786.0
101,101,2013-07-11,4488.0
102,102,2013-07-12,4760.0
103,103,2013-07-13,4580.0
104,104,2013-07-14,4571.0
105,105,2013-07-15,4396.0
106,106,2013-07-16,4948.0
107,107,2013-07-17,4796.0
108,108,2013-07-18,4974.0
109,109,2013-07-19,5053.0
110,110,2013-07-20,5020.0
111,111,2013-07-21,4318.0
112,112,2013-07-22,4251.0
113,113,2013-07-23,4323.0
114,114,2013-07-24,4683.0
115,115,2013-07-25,4949.0
116,116,2013-07-26,4561.0
117,117,2013-07-27,4606.0
118,118,2013-07-28,3309.0
119,119,2013-07-29,4675.0
120,120,2013-07-30,4932.0
121,121,2013-07-31,4828.0
122,122,2013-08-01,4508.0
123,123,2013-08-02,4646.0
124,124,2013-08-03,4783.0
125,125,2013-08-04,4709.0
126,126,2013-08-05,4853.0
127,127,2013-08-06,4649.0
128,128,2013-08-07,4197.0
129,129,2013-08-08,4218.0
130,130,2013-08-09,4160.0
131,131,2013-08-10,3665.0
132,132,2013-08-11,3881.0
133,133,2013-08-12,4075.0
134,134,2013-08-13,4405.0
135,135,2013-08-14,4341.0
136,136,2013-08-15,3309.0
137,137,2013-08-16,3756.0
138,138,2013-08-17,4090.0
139,139,2013-08-18,3783.0
140,140,2013-08-19,3772.0
141,141,2013-08-20,4081.0
142,142,2013-08-21,3811.0
143,143,2013-08-22,4167.0
144,144,2013-08-23,4154.0
145,145,2013-08-24,4447.0
146,146,2013-08-25,4542.0
147,147,2013-08-26,4500.0
148,148,2013-08-27,4930.0
149,149,2013-08-28,4859.0
150,150,2013-08-29,3309.0
151,151,2013-08-30,3309.0
152,152,2013-08-31,4426.0
153,153,2013-09-01,4229.0
154,154,2013-09-02,4415.0
155,155,2013-09-03,4691.0
156,156,2013-09-04,4690.0
157,157,2013-09-05,4574.0
158,158,2013-09-06,4637.0
159,159,2013-09-07,4644.0
160,160,2013-09-08,4531.0
161,161,2013-09-09,4251.0
162,162,2013-09-10,4373.0
163,163,2013-09-11,4659.0
164,164,2013-09-12,4788.0
165,165,2013-09-13,4685.0
166,166,2013-09-14,4750.0
167,167,2013-09-15,3309.0
168,168,2013-09-16,4504.0
169,169,2013-09-17,4461.0
170,170,2013-09-18,4374.0
171,171,2013-09-19,4430.0
172,172,2013-09-20,4556.0
173,173,2013-09-21,3309.0
174,174,2013-09-22,3982.0
175,175,2013-09-23,3953.0
176,176,2013-09-24,3309.0
177,177,2013-09-25,4544.0
178,178,2013-09-26,4348.0
179,179,2013-09-27,4310.0
180,180,2013-09-28,4449.0
181,181,2013-09-29,4197.0
182,182,2013-09-30,3901.0
183,183,2013-10-01,4079.0
184,184,2013-10-02,4136.0
185,185,2013-10-03,3570.0
186,186,2013-10-04,4111.0
187,187,2013-10-05,3743.0
188,188,2013-10-06,3829.0
189,189,2013-10-07,3758.0
190,190,2013-10-08,4053.0
191,191,2013-10-09,4199.0
192,192,2013-10-10,4226.0
193,193,2013-10-11,4274.0
194,194,2013-10-12,3677.0
195,195,2013-10-13,3690.0
196,196,2013-10-14,3053.0
197,197,2013-10-15,3917.0
198,198,2013-10-16,3309.0
199,199,2013-10-17,3803.0
200,200,2013-10-18,3930.0
201,201,2013-10-19,3957.0
202,202,2013-10-20,3664.0
203,203,2013-10-21,3312.0
204,204,2013-10-22,3635.0
205,205,2013-10-23,3552.0
206,206,2013-10-24,3618.0
207,207,2013-10-25,3688.0
208,208,2013-10-26,3653.0
209,209,2013-10-27,3382.0
210,210,2013-10-28,3149.0
211,211,2013-10-29,3404.0
212,212,2013-10-30,3600.0
213,213,2013-10-31,3515.0
214,214,2013-11-01,3543.0
215,215,2013-11-02,3546.0
216,216,2013-11-03,3246.0
217,217,2013-11-04,2926.0
218,218,2013-11-05,2807.0
219,219,2013-11-06,2959.0
220,220,2013-11-07,3205.0
221,221,2013-11-08,3184.0
222,222,2013-11-09,3088.0
223,223,2013-11-10,3008.0
224,224,2013-11-11,2851.0
225,225,2013-11-12,3177.0
226,226,2013-11-13,3120.0
227,227,2013-11-14,3100.0
228,228,2013-11-15,3161.0
229,229,2013-11-16,3180.0
230,230,2013-11-17,2952.0
231,231,2013-11-18,3016.0
232,232,2013-11-19,3095.0
233,233,2013-11-20,3095.0
234,234,2013-11-21,3065.0
235,235,2013-11-22,3166.0
236,236,2013-11-23,3132.0
237,237,2013-11-24,2998.0
238,238,2013-11-25,2983.0
239,239,2013-11-26,3048.0
240,240,2013-11-27,3104.0
241,241,2013-11-28,3097.0
242,242,2013-11-29,3178.0
243,243,2013-11-30,3130.0
244,244,2013-12-01,2994.0
245,245,2013-12-02,2991.0
246,246,2013-12-03,3050.0
247,247,2013-12-04,3098.0
248,248,2013-12-05,2791.0
249,249,2013-12-06,3127.0
250,250,2013-12-07,3208.0
251,251,2013-12-08,3086.0
252,252,2013-12-09,3155.0
253,253,2013-12-10,3091.0
254,254,2013-12-11,3097.0
255,255,2013-12-12,3170.0
256,256,2013-12-13,3200.0
257,257,2013-12-14,3263.0
258,258,2013-12-15,3252.0
259,259,2013-12-16,3149.0
260,260,2013-12-17,3244.0
261,261,2013-12-18,3224.0
262,262,2013-12-19,2892.0
263,263,2013-12-20,3277.0
264,264,2013-12-21,3381.0
265,265,2013-12-22,3321.0
266,266,2013-12-23,3343.0
267,267,2013-12-24,3499.0
268,268,2013-12-25,3342.0
269,269,2013-12-26,3484.0
270,270,2013-12-27,3492.0
271,271,2013-12-28,3639.0
272,272,2013-12-29,3526.0
273,273,2013-12-30,3408.0
274,274,2013-12-31,3665.0
275,275,2014-01-01,3711.0
276,276,2014-01-02,3811.0
277,277,2014-01-03,3783.0
278,278,2014-01-04,3926.0
279,279,2014-01-05,3626.0
280,280,2014-01-06,3588.0
281,281,2014-01-07,3771.0
282,282,2014-01-08,3902.0
283,283,2014-01-09,3793.0
284,284,2014-01-10,3812.0
285,285,2014-01-11,3666.0
286,286,2014-01-12,3713.0
287,287,2014-01-13,3564.0
288,288,2014-01-14,3787.0
289,289,2014-01-15,3709.0
290,290,2014-01-16,3815.0
291,291,2014-01-17,3805.0
292,292,2014-01-18,3902.0
293,293,2014-01-19,3569.0
294,294,2014-01-20,3726.0
295,295,2014-01-21,3797.0
296,296,2014-01-22,3666.0
297,297,2014-01-23,3826.0
298,298,2014-01-24,3720.0
299,299,2014-01-25,3871.0
300,300,2014-01-26,3714.0
301,301,2014-01-27,3266.0
302,302,2014-01-28,3580.0
303,303,2014-01-29,3569.0
304,304,2014-01-30,3510.0
305,305,2014-01-31,3502.0
306,306,2014-02-01,3722.0
307,307,2014-02-02,3593.0
308,308,2014-02-03,3591.0
309,309,2014-02-04,3408.0
310,310,2014-02-05,3432.0
311,311,2014-02-06,3416.0
312,312,2014-02-07,3308.0
313,313,2014-02-08,3440.0
314,314,2014-02-09,3451.0
315,315,2014-02-10,3433.0
316,316,2014-02-11,3446.0
317,317,2014-02-12,3387.0
318,318,2014-02-13,3461.0
319,319,2014-02-14,3460.0
320,320,2014-02-15,3546.0
321,321,2014-02-16,3621.0
322,322,2014-02-17,3560.0
323,323,2014-02-18,3616.0
324,324,2014-02-19,3522.0
325,325,2014-02-20,3561.0
326,326,2014-02-21,3455.0
327,327,2014-02-22,3562.0
328,328,2014-02-23,3351.0
329,329,2014-02-24,3370.0
330,330,2014-02-25,3462.0
331,331,2014-02-26,3237.0
332,332,2014-02-27,3279.0
333,333,2014-02-28,3362.0
334,334,2014-03-01,3290.0
335,335,2014-03-02,3265.0
336,336,2014-03-03,3034.0
337,337,2014-03-04,3367.0
338,338,2014-03-05,3348.0
339,339,2014-03-06,3286.0
340,340,2014-03-07,3197.0
341,341,2014-03-08,3295.0
342,342,2014-03-09,3043.0
343,343,2014-03-10,3005.0
344,344,2014-03-11,3028.0
345,345,2014-03-12,3210.0
346,346,2014-03-13,3175.0
347,347,2014-03-14,3158.0
348,348,2014-03-15,3297.0
349,349,2014-03-16,2992.0
350,350,2014-03-17,2850.0
351,351,2014-03-18,2265.0
352,352,2014-03-19,2724.0
353,353,2014-03-20,3000.0
354,354,2014-03-21,2995.0
355,355,2014-03-22,3097.0
356,356,2014-03-23,3031.0
357,357,2014-03-24,2778.0
358,358,2014-03-25,3077.0
359,359,2014-03-26,3068.0
360,360,2014-03-27,3138.0
361,361,2014-03-28,3086.0
362,362,2014-03-29,3165.0
363,363,2014-03-30,3078.0
364,364,2014-03-31,2825.0
365,365,2014-04-01,3069.0
366,366,2014-04-02,3107.0
367,367,2014-04-03,3177.0
368,368,2014-04-04,3224.0
369,369,2014-04-05,3307.0
370,370,2014-04-06,3168.0
371,371,2014-04-07,3155.0
372,372,2014-04-08,3368.0
373,373,2014-04-09,3184.0
374,374,2014-04-10,3275.0
375,375,2014-04-11,2724.0
376,376,2014-04-12,3375.0
377,377,2014-04-13,3363.0
378,378,2014-04-14,3065.0
379,379,2014-04-15,3369.0
380,380,2014-04-16,3608.0
381,381,2014-04-17,3532.0
382,382,2014-04-18,3504.0
383,383,2014-04-19,3299.0
384,384,2014-04-20,3245.0
385,385,2014-04-21,3149.0
386,386,2014-04-22,3484.0
387,387,2014-04-23,3535.0
388,388,2014-04-24,3545.0
389,389,2014-04-25,3723.0
390,390,2014-04-26,3851.0
391,391,2014-04-27,3727.0
392,392,2014-04-28,3602.0
393,393,2014-04-29,4037.0
394,394,2014-04-30,4115.0
395,395,2014-05-01,4377.0
396,396,2014-05-02,4370.0
397,397,2014-05-03,4593.0
398,398,2014-05-04,4274.0
399,399,2014-05-05,4351.0
400,400,2014-05-06,4423.0
401,401,2014-05-07,4369.0
402,402,2014-05-08,4559.0
403,403,2014-05-09,4692.0
404,404,2014-05-10,4372.0
405,405,2014-05-11,4039.0
406,406,2014-05-12,3959.0
407,407,2014-05-13,3969.0
408,408,2014-05-14,3804.0
409,409,2014-05-15,3592.0
410,410,2014-05-16,3858.0
411,411,2014-05-17,4115.0
412,412,2014-05-18,4008.0
413,413,2014-05-19,4061.0
414,414,2014-05-20,4239.0
415,415,2014-05-21,4364.0
416,416,2014-05-22,4478.0
417,417,2014-05-23,4663.0
418,418,2014-05-24,4810.0
419,419,2014-05-25,4433.0
420,420,2014-05-26,4011.0
421,421,2014-05-27,4389.0
422,422,2014-05-28,4597.0
423,423,2014-05-29,4836.0
424,424,2014-05-30,4936.0
425,425,2014-05-31,5321.0
426,426,2014-06-01,4283.0
427,427,2014-06-02,4235.0
428,428,2014-06-03,4594.0
429,429,2014-06-04,4804.0
430,430,2014-06-05,4970.0
431,431,2014-06-06,5323.0
432,432,2014-06-07,5162.0
433,433,2014-06-08,5026.0
434,434,2014-06-09,4808.0
435,435,2014-06-10,5067.0
436,436,2014-06-11,5259.0
437,437,2014-06-12,5327.0
438,438,2014-06-13,5203.0
439,439,2014-06-14,4745.0
440,440,2014-06-15,4344.0
441,441,2014-06-16,4479.0
442,442,2014-06-17,5163.0
443,443,2014-06-18,5390.0
444,444,2014-06-19,5448.0
445,445,2014-06-20,5434.0
446,446,2014-06-21,5490.0
447,447,2014-06-22,5146.0
448,448,2014-06-23,5029.0
449,449,2014-06-24,5125.0
450,450,2014-06-25,5194.0
451,451,2014-06-26,5003.0
452,452,2014-06-27,5212.0
453,453,2014-06-28,5298.0
454,454,2014-06-29,5133.0
455,455,2014-06-30,4951.0
456,456,2014-07-01,5273.0
457,457,2014-07-02,5176.0
458,458,2014-07-03,4794.0
459,459,2014-07-04,4558.0
460,460,2014-07-05,5037.0
461,461,2014-07-06,5003.0
462,462,2014-07-07,4730.0
463,463,2014-07-08,5252.0
464,464,2014-07-09,5411.0
465,465,2014-07-10,5578.0
466,466,2014-07-11,5749.0
467,467,2014-07-12,5778.0
468,468,2014-07-13,5521.0
469,469,2014-07-14,5318.0
470,470,2014-07-15,5655.0
471,471,2014-07-16,5852.0
472,472,2014-07-17,5610.0
473,473,2014-07-18,5411.0
474,474,2014-07-19,4571.0
475,475,2014-07-20,4643.0
476,476,2014-07-21,4818.0
477,477,2014-07-22,5308.0
478,478,2014-07-23,5216.0
479,479,2014-07-24,4988.0
480,480,2014-07-25,4896.0
481,481,2014-07-26,4841.0
482,482,2014-07-27,5032.0
483,483,2014-07-28,4951.0
484,484,2014-07-29,4880.0
485,485,2014-07-30,4501.0
486,486,2014-07-31,4941.0
487,487,2014-08-01,5159.0
488,488,2014-08-02,5280.0
489,489,2014-08-03,4924.0
490,490,2014-08-04,4811.0
491,491,2014-08-05,5106.0
492,492,2014-08-06,4936.0
493,493,2014-08-07,5074.0
494,494,2014-08-08,4961.0
495,495,2014-08-09,4883.0
496,496,2014-08-10,4772.0
497,497,2014-08-11,4476.0
498,498,2014-08-12,4768.0
499,499,2014-08-13,5171.0
500,500,2014-08-14,5221.0
501,501,2014-08-15,5152.0
502,502,2014-08-16,4442.0
503,503,2014-08-17,4621.0
504,504,2014-08-18,4538.0
505,505,2014-08-19,4903.0
506,506,2014-08-20,5128.0
507,507,2014-08-21,5245.0
508,508,2014-08-22,5150.0
509,509,2014-08-23,5301.0
510,510,2014-08-24,5249.0
511,511,2014-08-25,5210.0
512,512,2014-08-26,5421.0
513,513,2014-08-27,5354.0
514,514,2014-08-28,5463.0
515,515,2014-08-29,5113.0
516,516,2014-08-30,4943.0
517,517,2014-08-31,4601.0
518,518,2014-09-01,4255.0
519,519,2014-09-02,4447.0
520,520,2014-09-03,4402.0
521,521,2014-09-04,4383.0
522,522,2014-09-05,4347.0
523,523,2014-09-06,4294.0
524,524,2014-09-07,4006.0
525,525,2014-09-08,4324.0
526,526,2014-09-09,4619.0
527,527,2014-09-10,4778.0
528,528,2014-09-11,4606.0
529,529,2014-09-12,4207.0
530,530,2014-09-13,4150.0
531,531,2014-09-14,4237.0
532,532,2014-09-15,3903.0
533,533,2014-09-16,4474.0
534,534,2014-09-17,4444.0
535,535,2014-09-18,4720.0
536,536,2014-09-19,4845.0
537,537,2014-09-20,4760.0
538,538,2014-09-21,4685.0
539,539,2014-09-22,4525.0
540,540,2014-09-23,4760.0
541,541,2014-09-24,4539.0
542,542,2014-09-25,4577.0
543,543,2014-09-26,4482.0
544,544,2014-09-27,4493.0
545,545,2014-09-28,4353.0
546,546,2014-09-29,4361.0
547,547,2014-09-30,4465.0
548,548,2014-10-01,4518.0
549,549,2014-10-02,4448.0
550,550,2014-10-03,4117.0
551,551,2014-10-04,4025.0
552,552,2014-10-05,4317.0
553,553,2014-10-06,4260.0
554,554,2014-10-07,4449.0
555,555,2014-10-08,4536.0
556,556,2014-10-09,4321.0
557,557,2014-10-10,4164.0
558,558,2014-10-11,4045.0
559,559,2014-10-12,3840.0
560,560,2014-10-13,3526.0
561,561,2014-10-14,3865.0
562,562,2014-10-15,3722.0
563,563,2014-10-16,3742.0
564,564,2014-10-17,3591.0
565,565,2014-10-18,3624.0
566,566,2014-10-19,3360.0
567,567,2014-10-20,3138.0
568,568,2014-10-21,3606.0
569,569,2014-10-22,3687.0
570,570,2014-10-23,3557.0
571,571,2014-10-24,3235.0
572,572,2014-10-25,3134.0
573,573,2014-10-26,3221.0
574,574,2014-10-27,3122.0
575,575,2014-10-28,3479.0
576,576,2014-10-29,3500.0
577,577,2014-10-30,3276.0
578,578,2014-10-31,3485.0
579,579,2014-11-01,3461.0
580,580,2014-11-02,3091.0
581,581,2014-11-03,2981.0
582,582,2014-11-04,3209.0
583,583,2014-11-05,3159.0
584,584,2014-11-06,3255.0
585,585,2014-11-07,3146.0
586,586,2014-11-08,3452.0
587,587,2014-11-09,3194.0
588,588,2014-11-10,3184.0
589,589,2014-11-11,3243.0
590,590,2014-11-12,3204.0
591,591,2014-11-13,3185.0
592,592,2014-11-14,3113.0
593,593,2014-11-15,3052.0
594,594,2014-11-16,2934.0
595,595,2014-11-17,2920.0
596,596,2014-11-18,3080.0
597,597,2014-11-19,3106.0
598,598,2014-11-20,3132.0
599,599,2014-11-21,3181.0
600,600,2014-11-22,3157.0
601,601,2014-11-23,3019.0
602,602,2014-11-24,3027.0
603,603,2014-11-25,3122.0
604,604,2014-11-26,3061.0
605,605,2014-11-27,3156.0
606,606,2014-11-28,3183.0
607,607,2014-11-29,3228.0
608,608,2014-11-30,3093.0
609,609,2014-12-01,3079.0
610,610,2014-12-02,3020.0
611,611,2014-12-03,2952.0
612,612,2014-12-04,3290.0
613,613,2014-12-05,3042.0
614,614,2014-12-06,3225.0
615,615,2014-12-07,3022.0
616,616,2014-12-08,2937.0
617,617,2014-12-09,3087.0
618,618,2014-12-10,3074.0
619,619,2014-12-11,3139.0
620,620,2014-12-12,3093.0
621,621,2014-12-13,3161.0
622,622,2014-12-14,3234.0
623,623,2014-12-15,3238.0
624,624,2014-12-16,3200.0
625,625,2014-12-17,3209.0
626,626,2014-12-18,3387.0
627,627,2014-12-19,3435.0
628,628,2014-12-20,3599.0
629,629,2014-12-21,3585.0
630,630,2014-12-22,3549.0
631,631,2014-12-23,3781.0
632,632,2014-12-24,3875.0
633,633,2014-12-25,3826.0
634,634,2014-12-26,3938.0
635,635,2014-12-27,4161.0
636,636,2014-12-28,4161.0
637,637,2014-12-29,4150.0
638,638,2014-12-30,4192.0
639,639,2014-12-31,3995.0
640,640,2015-01-01,4129.0
641,641,2015-01-02,4009.0
642,642,2015-01-03,3597.0
643,643,2015-01-04,3895.0
644,644,2015-01-05,3627.0
645,645,2015-01-06,3923.0
646,646,2015-01-07,3932.0
647,647,2015-01-08,4119.0
648,648,2015-01-09,4106.0
649,649,2015-01-10,4331.0
650,650,2015-01-11,3937.0
651,651,2015-01-12,3871.0
652,652,2015-01-13,4058.0
653,653,2015-01-14,4020.0
654,654,2015-01-15,4145.0
655,655,2015-01-16,4069.0
656,656,2015-01-17,4206.0
657,657,2015-01-18,3882.0
658,658,2015-01-19,3834.0
659,659,2015-01-20,3936.0
660,660,2015-01-21,3903.0
661,661,2015-01-22,3990.0
662,662,2015-01-23,3870.0
663,663,2015-01-24,4012.0
664,664,2015-01-25,3899.0
665,665,2015-01-26,3693.0
666,666,2015-01-27,3095.0
667,667,2015-01-28,3829.0
668,668,2015-01-29,3860.0
669,669,2015-01-30,3758.0
670,670,2015-01-31,4003.0
671,671,2015-02-01,3760.0
672,672,2015-02-02,3693.0
673,673,2015-02-03,3728.0
674,674,2015-02-04,3738.0
675,675,2015-02-05,3751.0
676,676,2015-02-06,3699.0
677,677,2015-02-07,3807.0
678,678,2015-02-08,3142.0
679,679,2015-02-09,3458.0
680,680,2015-02-10,3475.0
681,681,2015-02-11,3461.0
682,682,2015-02-12,3481.0
683,683,2015-02-13,3434.0
684,684,2015-02-14,3543.0
685,685,2015-02-15,3399.0
686,686,2015-02-16,3274.0
687,687,2015-02-17,3194.0
688,688,2015-02-18,3406.0
689,689,2015-02-19,3130.0
690,690,2015-02-20,3157.0
691,691,2015-02-21,3330.0
692,692,2015-02-22,3058.0
693,693,2015-02-23,3075.0
694,694,2015-02-24,3089.0
695,695,2015-02-25,3177.0
696,696,2015-02-26,3276.0
697,697,2015-02-27,3133.0
698,698,2015-02-28,3221.0
699,699,2015-03-01,3116.0
700,700,2015-03-02,2748.0
701,701,2015-03-03,3059.0
702,702,2015-03-04,3237.0
703,703,2015-03-05,3342.0
704,704,2015-03-06,3296.0
705,705,2015-03-07,2362.0
706,706,2015-03-08,2784.0
707,707,2015-03-09,2997.0
708,708,2015-03-10,3105.0
709,709,2015-03-11,3203.0
710,710,2015-03-12,3219.0
711,711,2015-03-13,3186.0
712,712,2015-03-14,3290.0
713,713,2015-03-15,3116.0
714,714,2015-03-16,3048.0
715,715,2015-03-17,3155.0
716,716,2015-03-18,3193.0
717,717,2015-03-19,3283.0
718,718,2015-03-20,3211.0
719,719,2015-03-21,3276.0
720,720,2015-03-22,3002.0
721,721,2015-03-23,2880.0
722,722,2015-03-24,3168.0
723,723,2015-03-25,3260.0
724,724,2015-03-26,3414.0
725,725,2015-03-27,3564.0
726,726,2015-03-28,3522.0
727,727,2015-03-29,3243.0
728,728,2015-03-30,2878.0
729,729,2015-03-31,3220.0
730,730,2015-04-01,3303.0
731,731,2015-04-02,3375.0
732,732,2015-04-03,3360.0
733,733,2015-04-04,3325.0
734,734,2015-04-05,3053.0
735,735,2015-04-06,2917.0
736,736,2015-04-07,3270.0
737,737,2015-04-08,3243.0
738,738,2015-04-09,3324.0
739,739,2015-04-10,3402.0
740,740,2015-04-11,3483.0
741,741,2015-04-12,3429.0
742,742,2015-04-13,3062.0
743,743,2015-04-14,3332.0
744,744,2015-04-15,3385.0
745,745,2015-04-16,3519.0
746,746,2015-04-17,3579.0
747,747,2015-04-18,3595.0
748,748,2015-04-19,3541.0
749,749,2015-04-20,3529.0
750,750,2015-04-21,3931.0
751,751,2015-04-22,4037.0
752,752,2015-04-23,4055.0
753,753,2015-04-24,4126.0
754,754,2015-04-25,4355.0
755,755,2015-04-26,3900.0
756,756,2015-04-27,3676.0
757,757,2015-04-28,4112.0
758,758,2015-04-29,4232.0
759,759,2015-04-30,4281.0
760,760,2015-05-01,4442.0
761,761,2015-05-02,4302.0
762,762,2015-05-03,3309.0
763,763,2015-05-04,3955.0
764,764,2015-05-05,4187.0
765,765,2015-05-06,4539.0
766,766,2015-05-07,4683.0
767,767,2015-05-08,4928.0
768,768,2015-05-09,5059.0
769,769,2015-05-10,4730.0
770,770,2015-05-11,4813.0
771,771,2015-05-12,4929.0
772,772,2015-05-13,5125.0
773,773,2015-05-14,4948.0
774,774,2015-05-15,4417.0
775,775,2015-05-16,4311.0
776,776,2015-05-17,4322.0
777,777,2015-05-18,4503.0
778,778,2015-05-19,5005.0
779,779,2015-05-20,4942.0
780,780,2015-05-21,4763.0
781,781,2015-05-22,4946.0
782,782,2015-05-23,5007.0
783,783,2015-05-24,4964.0
784,784,2015-05-25,5011.0
785,785,2015-05-26,5212.0
786,786,2015-05-27,5362.0
787,787,2015-05-28,5176.0
788,788,2015-05-29,5274.0
789,789,2015-05-30,5320.0
790,790,2015-05-31,5171.0
791,791,2015-06-01,5112.0
792,792,2015-06-02,4829.0
793,793,2015-06-03,4688.0
794,794,2015-06-04,4189.0
795,795,2015-06-05,4495.0
796,796,2015-06-06,4693.0
797,797,2015-06-07,4717.0
798,798,2015-06-08,4995.0
799,799,2015-06-09,5303.0
800,800,2015-06-10,5362.0
801,801,2015-06-11,5710.0
802,802,2015-06-12,5624.0
803,803,2015-06-13,5494.0
804,804,2015-06-14,5373.0
805,805,2015-06-15,4447.0
806,806,2015-06-16,4380.0
807,807,2015-06-17,4846.0
808,808,2015-06-18,5049.0
809,809,2015-06-19,5311.0
810,810,2015-06-20,5685.0
811,811,2015-06-21,5639.0
812,812,2015-06-22,5145.0
813,813,2015-06-23,5139.0
814,814,2015-06-24,5419.0
815,815,2015-06-25,5122.0
816,816,2015-06-26,4292.0
817,817,2015-06-27,4775.0
818,818,2015-06-28,4832.0
819,819,2015-06-29,5250.0
820,820,2015-06-30,5230.0
821,821,2015-07-01,5041.0
822,822,2015-07-02,5228.0
823,823,2015-07-03,5417.0
824,824,2015-07-04,3309.0
825,825,2015-07-05,5452.0
826,826,2015-07-06,5580.0
827,827,2015-07-07,5420.0
828,828,2015-07-08,4869.0
829,829,2015-07-09,5142.0
830,830,2015-07-10,4886.0
831,831,2015-07-11,4675.0
832,832,2015-07-12,3864.0
833,833,2015-07-13,3309.0
834,834,2015-07-14,3309.0
835,835,2015-07-15,4782.0
836,836,2015-07-16,5163.0
837,837,2015-07-17,5361.0
838,838,2015-07-18,5045.0
839,839,2015-07-19,4889.0
840,840,2015-07-20,4558.0
841,841,2015-07-21,4639.0
842,842,2015-07-22,4979.0
843,843,2015-07-23,5079.0
844,844,2015-07-24,5194.0
845,845,2015-07-25,5229.0
846,846,2015-07-26,5042.0
847,847,2015-07-27,4864.0
848,848,2015-07-28,4799.0
849,849,2015-07-29,4487.0
850,850,2015-07-30,4422.0
851,851,2015-07-31,4422.0
852,852,2015-08-01,4362.0
853,853,2015-08-02,4708.0
854,854,2015-08-03,4400.0
855,855,2015-08-04,4922.0
856,856,2015-08-05,4990.0
857,857,2015-08-06,4933.0
858,858,2015-08-07,4845.0
859,859,2015-08-08,4896.0
860,860,2015-08-09,4379.0
861,861,2015-08-10,4231.0
862,862,2015-08-11,4603.0
863,863,2015-08-12,4646.0
864,864,2015-08-13,4646.0
865,865,2015-08-14,5009.0
866,866,2015-08-15,4862.0
867,867,2015-08-16,4673.0
868,868,2015-08-17,4169.0
869,869,2015-08-18,4730.0
870,870,2015-08-19,4883.0
871,871,2015-08-20,4850.0
872,872,2015-08-21,4783.0
