,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
677,677,18/02/15,3406,0.0,58.2,40.3,0.5,216.0,0.010846313298140328
678,678,19/02/15,3130,0.0,57.5,40.9,-0.6,163.0,0.005394748734119992
679,679,20/02/15,3157,19.0,59.2,44.3,0.7,329.0,0.07833344421262832
680,680,21/02/15,3330,0.0,60.7,42.9,0.7,327.0,0.009603989669969212
681,681,22/02/15,3058,0.0,57.7,39.9,0.6,331.0,0.006045154130878291
682,682,23/02/15,3075,0.0,56.1,39.0,-0.2,209.0,0.005407378117373116
683,683,24/02/15,3089,0.0,58.5,41.4,-0.1,250.0,0.005533518677578911
684,684,25/02/15,3177,40.0,59.7,42.1,0.5,218.0,0.16938679004108398
685,685,26/02/15,3276,0.0,60.7,43.6,-0.3,222.0,0.008202371135448916
686,686,27/02/15,3133,0.0,58.8,43.2,-1.8,118.0,0.004517063302389976
687,687,28/02/15,3221,59.0,59.1,42.0,-0.5,215.0,0.2472191354375352
688,688,1/3/15,3116,9.0,56.7,38.6,0.7,238.0,0.04366202836969857
689,689,2/3/15,2748,0.0,51.3,35.2,-0.9,276.0,-8.944381994138717e-05
690,690,3/3/15,3059,0.0,54.9,40.8,1.5,318.0,-0.00262427662597553
691,691,4/3/15,3237,106.0,58.2,42.4,0.5,206.0,0.4344184538267174
692,692,5/3/15,3342,0.0,56.0,42.0,0.0,204.0,0.002406922288561708
693,693,6/3/15,3296,0.0,55.8,39.8,-0.7,224.0,0.006793670831330367
694,694,7/3/15,2362,0.0,44.3,35.2,-0.3,296.0,-0.020459818006175037
695,695,8/3/15,2784,0.0,48.7,39.1,0.0,269.0,-0.01410925944626152
696,696,9/3/15,2997,42.0,51.1,39.8,1.7,385.0,0.16127182141847218
697,697,10/3/15,3105,0.0,55.6,40.9,1.9,194.0,-0.0015669665408725164
698,698,11/3/15,3203,0.0,56.5,38.2,1.8,292.0,0.007684439248396485
699,699,12/3/15,3219,0.0,57.3,39.6,0.1,199.0,0.00825731189234545
700,700,13/03/15,3186,0.0,57.2,39.0,0.3,265.0,0.008816555268792825
701,701,14/03/15,3290,0.0,58.8,39.5,1.2,240.0,0.011426498612401595
702,702,15/03/15,3116,0.0,55.7,37.1,1.7,446.0,0.007692834752829211
703,703,16/03/15,3048,0.0,53.7,35.4,0.7,307.0,0.0068963029579115626
704,704,17/03/15,3155,0.0,56.6,38.7,-0.8,171.0,0.008733406064309612
705,705,18/03/15,3193,0.0,57.6,39.9,0.0,185.0,0.007957241644038202
706,706,19/03/15,3283,0.0,57.5,40.6,-0.2,200.0,0.00780794613887148
707,707,20/03/15,3211,0.0,58.6,41.1,0.1,220.0,0.007748518721737013
708,708,21/03/15,3276,21.0,59.9,40.9,3.9,407.0,0.09329418010636302
709,709,22/03/15,3002,56.0,58.1,45.3,2.3,259.0,0.22004407136070447
710,710,23/03/15,2880,0.0,55.5,40.4,-0.4,221.0,-0.0012003048412071865
711,711,24/03/15,3168,19.0,61.0,42.1,0.3,325.0,0.08721856151714145
712,712,25/03/15,3260,16.0,63.1,46.5,2.6,286.0,0.06875724569616122
713,713,26/03/15,3414,0.0,66.7,45.8,1.1,330.0,0.016613969553926855
714,714,27/03/15,3564,0.0,70.2,47.9,-0.1,182.0,0.022417447319973346
715,715,28/03/15,3522,0.0,69.1,48.7,-1.0,185.0,0.01891728777952234
716,716,29/03/15,3243,0.0,65.9,44.9,0.4,367.0,0.015365204406980595
717,717,30/03/15,2878,55.0,61.8,41.8,-1.0,450.0,0.23343577140757166
718,718,31/03/15,3220,1.0,62.1,44.7,-1.4,139.0,0.013052970842423184
719,719,1/4/15,3303,0.0,64.4,46.3,0.1,214.0,0.010076023999952874
720,720,2/4/15,3375,0.0,67.2,48.7,1.2,323.0,0.010911152471680369
721,721,3/4/15,3360,0.0,66.7,49.4,0.7,239.0,0.008525216522980356
722,722,4/4/15,3325,0.0,66.0,48.6,-0.2,125.0,0.008942428467928198
723,723,5/4/15,3053,0.0,60.7,45.5,-1.8,67.0,0.0023593089999168065
724,724,6/4/15,2917,0.0,57.8,44.9,-1.0,125.0,-0.0049655337080239115
725,725,7/4/15,3270,1.0,69.2,50.2,1.7,359.0,0.014038497873051989
726,726,8/4/15,3243,0.0,65.0,48.5,0.2,138.0,0.005546149904338063
727,727,9/4/15,3324,0.0,66.3,50.1,-0.2,149.0,0.006483269102671774
728,728,10/4/15,3402,1.0,67.7,51.4,0.3,229.0,0.011466195247830338
729,729,11/4/15,3483,0.0,70.8,53.5,1.2,265.0,0.009619260292445114
730,730,12/4/15,3429,1.0,70.1,52.6,0.9,204.0,0.013525397148023866
731,731,13/04/15,3062,0.0,63.3,47.3,-0.1,155.0,0.0024276701511819487
732,732,14/04/15,3332,0.0,68.0,52.8,0.0,190.0,0.004348059193721568
733,733,15/04/15,3385,0.0,68.2,51.5,0.0,264.0,0.008428352228029748
734,734,16/04/15,3519,1.0,72.8,56.0,0.6,165.0,0.013448249476487456
735,735,17/04/15,3579,6.0,72.5,56.9,-0.4,169.0,0.033215138364374966
736,736,18/04/15,3595,0.0,75.4,55.8,2.0,271.0,0.014953420679915938
737,737,19/04/15,3541,1.0,73.1,55.9,1.2,262.0,0.014193332372174489
738,738,20/04/15,3529,0.0,73.1,55.8,1.1,231.0,0.010196473115047594
739,739,21/04/15,3931,81.0,82.7,63.3,1.0,238.0,0.34883281973169017
740,740,22/04/15,4037,0.0,84.6,64.2,-0.5,110.0,0.02479445305016033
741,741,23/04/15,4055,2.0,85.7,61.6,-1.7,68.0,0.04207596899243354
742,742,24/04/15,4126,0.0,86.0,62.3,-0.2,223.0,0.03287460774849878
743,743,25/04/15,4355,0.0,88.2,62.8,0.7,251.0,0.03861085083946694
744,744,26/04/15,3900,0.0,85.3,60.8,-1.1,177.0,0.032300281073437395
745,745,27/04/15,3676,0.0,75.5,56.1,-3.8,177.0,0.021873509312450468
746,746,28/04/15,4112,0.0,84.1,60.5,0.1,240.0,0.032246410527039
747,747,29/04/15,4232,21.0,86.0,63.7,0.2,160.0,0.11604538806774518
748,748,30/04/15,4281,0.0,88.9,64.8,1.2,206.0,0.03415326116228293
749,749,1/5/15,4442,0.0,91.5,67.5,0.3,196.0,0.03707569221825967
750,750,2/5/15,4302,0.0,88.2,67.7,0.6,297.0,0.02788801422628963
751,751,4/5/15,3955,45.0,81.9,61.3,-1.2,230.0,0.2079855348944626
752,752,5/5/15,4187,0.0,86.1,64.5,-0.2,142.0,0.02909474562722493
753,753,6/5/15,4539,0.0,92.5,70.2,0.2,179.0,0.03490264550052624
754,754,7/5/15,4683,0.0,95.2,73.8,0.0,210.0,0.035251920329190944
755,755,8/5/15,4928,0.0,97.4,74.6,-1.4,297.0,0.04333187119803196
756,756,9/5/15,5059,0.0,102.1,74.8,1.9,298.0,0.05070848198320117
757,757,10/5/15,4730,0.0,98.5,74.5,-0.2,245.0,0.0415559468050932
758,758,11/5/15,4813,0.0,97.1,75.6,0.0,245.0,0.03730878062829983
759,759,12/5/15,4929,0.0,102.3,75.9,-1.2,321.0,0.050553943099044804
760,760,13/05/15,5125,0.0,102.4,77.8,-1.3,154.0,0.049135152568983056
761,761,14/05/15,4948,0.0,94.3,72.0,-2.1,192.0,0.04313966153846577
762,762,15/05/15,4417,0.0,89.0,66.5,-2.8,22.0,0.03663403266674248
763,763,16/05/15,4311,0.0,90.3,67.8,-2.6,121.0,0.035186992160338965
764,764,17/05/15,4322,6.0,88.6,68.8,-2.1,129.0,0.05357780906395211
765,765,18/05/15,4503,0.0,87.8,68.3,-1.2,176.0,0.030263692981444434
766,766,19/05/15,5005,0.0,101.9,78.8,1.3,312.0,0.04190569241576535
767,767,20/05/15,4942,0.0,100.0,77.8,-1.4,201.0,0.04190751799785292
768,768,21/05/15,4763,2.0,95.8,76.6,-2.9,127.0,0.04287084802407219
769,769,22/05/15,4946,20.0,102.4,81.8,-3.0,127.0,0.1213131085189365
770,770,23/05/15,5007,65.0,104.5,83.2,-1.8,173.0,0.3050367311191505
771,771,24/05/15,4964,0.0,102.5,82.5,-2.7,55.0,0.03856397518393419
772,772,25/05/15,5011,11.0,100.4,79.5,-1.1,224.0,0.0845274722348756
773,773,26/05/15,5212,0.0,108.4,86.7,0.0,245.0,0.04290709016347566
774,774,27/05/15,5362,45.0,110.3,88.6,0.9,324.0,0.22684445403509518
775,775,28/05/15,5176,0.0,107.4,87.4,-2.8,223.0,0.0419579967829969
776,776,29/05/15,5274,0.0,107.7,85.1,-0.1,238.0,0.04576190193974938
777,777,30/05/15,5320,0.0,110.1,86.4,-0.8,219.0,0.049348991794154376
778,778,31/05/15,5171,0.0,106.1,85.1,-2.3,59.0,0.04297678969645723
779,779,1/6/15,5112,0.0,98.5,77.5,-1.3,293.0,0.04196978237413507
780,780,2/6/15,4829,0.0,96.4,79.1,-2.5,353.0,0.031897691046322674
781,781,3/6/15,4688,0.0,93.2,76.6,-2.1,164.0,0.027575979804309217
782,782,4/6/15,4189,0.0,85.4,72.6,-4.3,76.0,0.015161196703975865
783,783,5/6/15,4495,0.0,90.8,76.4,-1.8,155.0,0.02001470048814373
784,784,6/6/15,4693,0.0,97.1,82.0,-1.6,223.0,0.024001386547523804
785,785,7/6/15,4717,0.0,93.5,81.2,-2.4,136.0,0.019242063481502286
786,786,8/6/15,4995,0.0,95.9,78.4,-1.1,194.0,0.03260293523153765
787,787,9/6/15,5303,5.0,109.2,89.8,0.3,156.0,0.05904335035378232
788,788,10/6/15,5362,0.0,106.9,90.6,-2.3,95.0,0.03589443637736911
789,789,11/6/15,5710,0.0,115.2,91.6,0.3,331.0,0.053492731799046275
790,790,12/6/15,5624,1.0,115.2,92.6,-0.6,274.0,0.0551089903269794
791,791,13/06/15,5494,0.0,116.1,90.8,0.7,354.0,0.053633450648411116
792,792,14/06/15,5373,4.0,99.4,82.1,-3.7,286.0,0.05674423440697192
793,793,15/06/15,4447,0.0,80.9,70.9,-0.9,379.0,0.010127341369107493
794,794,16/06/15,4380,9.0,97.0,78.8,0.6,268.0,0.06033833234384313
795,795,17/06/15,4846,0.0,100.8,84.2,1.6,347.0,0.02592381943184431
796,796,18/06/15,5049,0.0,104.2,82.1,-0.6,179.0,0.04209025809631203
797,797,19/06/15,5311,6.0,110.4,88.6,-0.7,276.0,0.06966044464973987
798,798,20/06/15,5685,0.0,116.8,92.7,1.4,321.0,0.05287766787889894
799,799,21/06/15,5639,13.0,110.1,87.7,-0.8,645.0,0.10509542718237135
800,800,22/06/15,5145,0.0,94.6,74.7,-0.8,131.0,0.039219898635612344
801,801,23/06/15,5139,0.0,105.7,81.5,3.2,437.0,0.044183627180675686
802,802,24/06/15,5419,3.0,106.6,84.5,-0.1,234.0,0.05893489289527927
803,803,25/06/15,5122,0.0,104.3,82.5,-1.1,167.0,0.042999029025850954
804,804,26/06/15,4292,0.0,91.2,72.2,-1.1,181.0,0.026081791558334205
805,805,27/06/15,4775,0.0,95.8,76.7,-0.1,191.0,0.031763250453100175
806,806,28/06/15,4832,0.0,100.1,78.6,0.1,197.0,0.037223397127710445
807,807,29/06/15,5250,41.0,101.4,76.8,1.9,337.0,0.21431055320973869
808,808,30/06/15,5230,0.0,105.9,83.3,1.1,306.0,0.04406515396485983
809,809,1/7/15,5041,0.0,105.7,85.5,-2.5,105.0,0.039871920051607404
810,810,2/7/15,5228,0.0,105.4,84.8,-1.0,290.0,0.04217992168787642
811,811,3/7/15,5417,0.0,109.6,87.5,0.4,234.0,0.04607189260714893
812,812,5/7/15,5452,3.0,108.8,87.3,-0.3,145.0,0.05803178464140814
813,813,6/7/15,5580,8.0,108.9,86.0,0.0,281.0,0.0830937444866137
814,814,7/7/15,5420,0.0,104.9,83.9,-1.8,274.0,0.04654715858703955
815,815,8/7/15,4869,0.0,97.3,75.6,0.8,287.0,0.037726100431997894
816,816,9/7/15,5142,0.0,102.1,78.9,0.3,196.0,0.04478960441322298
817,817,10/7/15,4886,7.0,112.4,80.0,9.4,1245.0,0.08143442504660627
818,818,11/7/15,4675,0.0,94.4,73.3,-1.0,145.0,0.03546806848606088
819,819,12/7/15,3864,0.0,78.2,62.8,-3.0,124.0,0.014993279545808286
820,820,15/07/15,4782,12.0,95.7,78.9,-1.0,138.0,0.07662885013644001
821,821,16/07/15,5163,12.0,102.6,80.9,0.9,305.0,0.09029868429424108
822,822,17/07/15,5361,0.0,107.9,85.6,0.8,213.0,0.045256660023049775
823,823,18/07/15,5045,2.0,106.0,82.6,-0.3,131.0,0.052334585784294244
824,824,19/07/15,4889,0.0,96.0,76.2,-1.6,105.0,0.03622863852383375
825,825,20/07/15,4558,0.0,88.1,72.8,-1.4,167.0,0.022443778473165768
826,826,21/07/15,4639,0.0,94.6,84.2,-1.6,116.0,0.013200680290944816
827,827,22/07/15,4979,5.0,99.5,86.9,-1.4,140.0,0.04250724143873953
828,828,23/07/15,5079,0.0,105.3,88.4,0.9,392.0,0.030558847733963473
829,829,24/07/15,5194,11.0,106.4,89.3,0.4,312.0,0.07752073984391271
830,830,25/07/15,5229,2.0,107.3,89.1,-1.2,189.0,0.045166784559282275
831,831,26/07/15,5042,0.0,103.8,86.1,-0.8,204.0,0.03311374754626516
832,832,27/07/15,4864,0.0,94.4,82.1,-0.7,225.0,0.019614265105111023
833,833,28/07/15,4799,0.0,100.5,88.3,-1.5,234.0,0.019228629695577162
834,834,29/07/15,4487,59.0,96.7,85.3,-1.4,65.0,0.25226254717479274
835,835,30/07/15,4422,18.0,93.0,82.6,-2.1,86.0,0.08378456836685945
836,836,31/07/15,4422,0.0,94.1,82.4,-0.7,138.0,0.011974405714218275
837,837,1/8/15,4362,0.0,93.3,82.8,-1.3,80.0,0.009161324894575856
838,838,2/8/15,4708,0.0,89.9,80.1,-0.8,678.0,0.013814244587665503
839,839,3/8/15,4400,0.0,86.1,78.1,-1.3,148.0,0.004898916859465086
840,840,4/8/15,4922,0.0,99.0,86.2,0.2,174.0,0.02015932895338507
841,841,5/8/15,4990,140.0,107.6,89.6,-0.5,267.0,0.6011128073467165
842,842,6/8/15,4933,0.0,103.9,90.0,-0.5,185.0,0.023268199045731727
843,843,7/8/15,4845,0.0,101.8,88.8,-1.7,143.0,0.021453044071920918
844,844,8/8/15,4896,6.0,102.5,87.7,-0.4,188.0,0.048934246492138816
845,845,9/8/15,4379,0.0,93.1,81.2,-0.9,209.0,0.012259480175392773
846,846,10/8/15,4231,0.0,85.6,74.4,-1.2,120.0,0.00905609676576151
847,847,11/8/15,4603,83.0,96.3,85.9,0.4,268.0,0.34781499667963023
848,848,12/8/15,4646,0.0,97.5,87.2,-1.2,228.0,0.012877681029079865
849,849,13/08/15,4646,0.0,100.8,87.2,-1.1,290.0,0.019734322983052027
850,850,14/08/15,5009,0.0,103.0,90.7,-1.4,148.0,0.02190986744397308
851,851,15/08/15,4862,0.0,104.1,91.1,-1.1,93.0,0.02079678372258363
852,852,16/08/15,4673,0.0,84.2,76.0,-4.9,55.0,0.012926355080709703
853,853,17/08/15,4169,6.0,82.4,76.0,-1.8,94.0,0.02322626832213906
854,854,18/08/15,4730,0.0,101.2,89.0,-1.3,192.0,0.017900200962016943
855,855,19/08/15,4883,0.0,99.2,90.0,-1.8,104.0,0.014125242662610837
856,856,20/08/15,4850,44.0,99.5,89.5,-0.9,169.0,0.1931414739153497
857,857,21/08/15,4783,2.0,104.2,91.6,-1.9,124.0,0.027966823466931995
858,858,22/08/15,4928,1.0,102.1,91.8,-0.8,127.0,0.019962812320059906
859,859,23/08/15,4552,0.0,97.3,86.4,-0.3,200.0,0.011741561147851465
860,860,24/08/15,4476,0.0,91.4,82.2,-1.8,219.0,0.009059408322325727
861,861,25/08/15,4969,3.0,99.4,89.7,0.9,197.0,0.025788443382225107
862,862,26/08/15,5161,4.0,106.6,94.1,-1.6,126.0,0.040721980978100786
863,863,27/08/15,5228,8.0,107.8,96.3,-0.5,274.0,0.05496881281535977
864,864,28/08/15,5313,4.0,110.0,96.5,-0.2,228.0,0.04354599063744766
865,865,29/08/15,5245,0.0,114.6,99.0,-1.2,49.0,0.031193459166557927
866,866,30/08/15,5095,0.0,98.6,85.9,-1.1,267.0,0.024095361706904656
867,867,31/08/15,4986,97.0,100.2,86.4,-0.2,150.0,0.41727300974545156
868,868,1/9/15,5278,2.0,109.0,96.0,-1.3,180.0,0.035018146651593585
869,869,2/9/15,5249,0.0,106.8,94.7,-2.0,212.0,0.025564284840264545
870,870,3/9/15,5111,0.0,107.5,93.7,-2.4,153.0,0.027449357530439464
871,871,4/9/15,5079,5.0,103.9,92.4,-2.3,156.0,0.042512420860825906
872,872,5/9/15,4924,0.0,104.0,88.0,-2.0,233.0,0.029346012520482023
873,873,6/9/15,4887,0.0,103.7,78.2,-4.3,165.0,0.05105703583931054
874,874,7/9/15,4862,0.0,93.2,75.6,-2.7,65.0,0.032462261399745534
875,875,8/9/15,4994,60.0,101.3,82.1,-1.4,125.0,0.2796851709143243
876,876,9/9/15,5065,128.0,104.8,84.8,-0.4,185.0,0.5573513322244025
877,877,10/9/15,5059,0.0,104.1,86.2,-2.3,115.0,0.03517526570466768
878,878,11/9/15,4987,0.0,107.9,86.8,-1.7,125.0,0.04009415648965353
879,879,12/9/15,5078,0.0,105.5,89.2,-1.1,79.0,0.03060360502291032
880,880,13/09/15,4982,3.0,103.2,87.8,-2.0,114.0,0.04075367293449347
881,881,14/09/15,5073,0.0,103.8,83.3,-1.5,210.0,0.04019345079887236
882,882,15/09/15,5272,11.0,113.2,87.3,-0.2,144.0,0.09694270390992445
883,883,16/09/15,5428,3.0,110.7,91.0,-0.5,113.0,0.05400783113873518
884,884,17/09/15,5275,0.0,111.1,92.5,-0.8,192.0,0.037960892478793945
885,885,18/09/15,5207,417.0,108.5,93.3,-2.0,154.0,1.7241528644529782
886,886,19/09/15,5177,0.0,114.0,90.4,-1.0,115.0,0.04694639739077851
887,887,20/09/15,4943,0.0,102.7,84.0,-0.9,120.0,0.03372709302250028
888,888,21/09/15,4833,0.0,99.3,82.4,-0.3,478.0,0.028929886259997373
889,889,22/09/15,4930,0.0,104.9,83.9,-1.0,71.0,0.03824733333357193
890,890,23/09/15,4858,14.0,101.5,86.3,-2.2,72.0,0.08342561577487358
891,891,24/09/15,4540,0.0,96.3,82.7,-2.9,71.0,0.019776833564974478
892,892,25/09/15,4345,0.0,89.4,77.5,-2.2,43.0,0.012872788616650283
893,893,26/09/15,4060,0.0,85.7,71.2,-0.9,131.0,0.013265920958821745
894,894,27/09/15,4182,0.0,86.7,72.0,-0.2,117.0,0.014521729386650417
895,895,28/09/15,4216,0.0,86.1,72.2,-0.6,206.0,0.014051982513554717
896,896,29/09/15,4366,0.0,91.9,77.4,-0.6,148.0,0.017032331680433208
897,897,30/09/15,4252,45.0,90.9,76.4,0.2,165.0,0.19732469487331822
898,898,1/10/15,4087,97.0,88.9,75.2,-1.6,60.0,0.40623965703468823
899,899,2/10/15,4225,0.0,88.6,74.4,-1.2,119.0,0.015139110897275168
900,900,3/10/15,3884,0.0,74.2,60.8,-1.3,112.0,0.009284261746036457
901,901,4/10/15,4047,0.0,82.9,72.4,1.5,220.0,0.0023964044613633967
902,902,5/10/15,3945,0.0,80.6,73.3,-0.2,261.0,-0.0036066642243633706
903,903,6/10/15,4251,0.0,90.0,78.6,1.3,204.0,0.00705918483391503
904,904,7/10/15,4287,0.0,91.8,80.3,0.1,119.0,0.008803649342929626
905,905,8/10/15,4431,0.0,92.8,77.3,0.0,117.0,0.019232225781301862
906,906,9/10/15,4301,0.0,92.8,78.4,-1.2,101.0,0.016424968664901105
907,907,10/10/15,4439,0.0,91.2,77.7,-0.7,208.0,0.016268813698166407
908,908,11/10/15,4069,0.0,85.3,73.5,-2.5,101.0,0.009467495528499709
909,909,12/10/15,4046,0.0,82.7,69.9,-1.3,100.0,0.009973756509560464
910,910,13/10/15,4295,0.0,91.1,76.2,-0.9,150.0,0.017248714915094332
911,911,14/10/15,4303,29.0,91.7,79.4,0.1,243.0,0.1287978601662217
912,912,15/10/15,4300,5.0,89.0,77.3,-2.0,148.0,0.032226510545484005
913,913,16/10/15,4225,0.0,85.3,74.0,-2.3,63.0,0.010254857045131363
914,914,17/10/15,4170,6.0,86.5,74.6,-2.3,59.0,0.03505221576821839
915,915,18/10/15,3973,0.0,82.5,69.5,-1.1,162.0,0.009342186008833936
916,916,19/10/15,3762,0.0,78.4,65.7,-1.5,114.0,0.006222407472959296
917,917,20/10/15,4062,0.0,84.7,71.2,-1.0,220.0,0.01161094032481269
918,918,21/10/15,4100,0.0,86.3,75.0,-0.8,98.0,0.006910130859338184
919,919,22/10/15,4011,0.0,79.9,73.1,-2.2,28.0,-0.0021581089078243493
920,920,23/10/15,3226,0.0,67.1,56.8,-3.7,3.0,-0.0037378257830334716
921,921,24/10/15,3755,0.0,72.5,60.8,-2.4,70.0,0.005103929531984186
922,922,25/10/15,3426,0.0,66.7,54.8,-2.2,91.0,0.0009749460356563294
923,923,26/10/15,3354,0.0,66.4,52.2,0.1,239.0,0.0026486775291299364
924,924,27/10/15,3646,90.0,70.2,57.7,-1.6,98.0,0.3699001349634278
925,925,28/10/15,3596,12.0,70.3,57.0,-1.0,250.0,0.05398671184890662
926,926,29/10/15,3270,0.0,66.8,52.7,-1.5,79.0,0.0025804136174479853
927,927,30/10/15,3331,0.0,58.5,54.1,-0.3,284.0,-0.017304815563979788
928,928,31/10/15,3361,0.0,63.3,57.0,-1.6,132.0,-0.012065723874249978
929,929,1/11/15,3245,0.0,61.2,49.6,-0.3,328.0,-0.003419462828715761
930,930,2/11/15,3052,0.0,61.1,43.7,0.7,266.0,0.004714220921492318
931,931,3/11/15,3384,0.0,63.7,49.7,0.0,458.0,0.003490357450093226
932,932,4/11/15,3437,31.0,64.6,51.4,-0.9,192.0,0.12860487612944027
933,933,5/11/15,3440,0.0,65.7,51.8,-0.3,210.0,0.0036017894460547983
934,934,6/11/15,3429,0.0,65.3,50.3,-0.9,175.0,0.006327845813409158
935,935,7/11/15,3463,0.0,64.3,49.5,0.8,247.0,0.0047234446228156535
936,936,8/11/15,3214,0.0,60.6,49.2,1.4,295.0,-0.0062485055861761785
937,937,9/11/15,3026,0.0,59.3,49.1,1.5,289.0,-0.011454403810263601
938,938,10/11/15,3280,0.0,62.9,50.9,1.6,265.0,-0.004464366907869527
939,939,11/11/15,3216,0.0,62.4,47.7,-0.2,288.0,0.0023839948010940804
940,940,12/11/15,2848,0.0,53.3,40.1,-0.1,148.0,-0.0060929565243335315
941,941,13/11/15,2574,93.0,51.8,38.7,-1.2,190.0,0.3688528509950617
942,942,14/11/15,2922,0.0,55.7,42.0,-0.5,201.0,-0.0034940440064069878
943,943,15/11/15,3054,0.0,56.7,43.0,-0.4,150.0,-0.00195422478693133
944,944,16/11/15,2886,0.0,55.8,41.2,0.3,246.0,-0.0028808465687978208
945,945,17/11/15,3158,11.0,59.5,44.5,0.7,206.0,0.04570670222037938
946,946,18/11/15,3048,0.0,56.2,43.1,0.7,281.0,-0.004120665183519348
947,947,19/11/15,3160,0.0,56.2,44.6,0.5,271.0,-0.0055030175237592155
948,948,20/11/15,3215,13.0,58.9,44.3,0.4,231.0,0.05421127656994128
949,949,21/11/15,3302,48.0,58.4,43.8,1.7,310.0,0.1963050036390383
950,950,22/11/15,3011,9.0,56.4,39.4,2.3,308.0,0.03833048656211138
951,951,23/11/15,3000,2.0,54.3,39.9,0.2,164.0,0.006323642098906901
952,952,24/11/15,3117,0.0,57.6,42.3,1.0,244.0,0.000943136360853386
953,953,25/11/15,3117,0.0,57.5,43.2,0.1,317.0,7.991070514579146e-05
954,954,26/11/15,3061,142.0,56.2,41.1,0.8,227.0,0.5764531260973411
955,955,27/11/15,3176,0.0,58.5,44.2,0.0,264.0,0.0008235574684156005
956,956,28/11/15,3140,0.0,59.2,44.8,0.1,217.0,0.00025966469381605295
957,957,29/11/15,2993,0.0,55.9,42.3,0.3,209.0,-0.003594880981708362
958,958,30/11/15,3034,0.0,55.5,40.4,-0.7,145.0,0.001051445622214972
959,959,1/12/15,3169,0.0,58.4,43.8,0.0,236.0,0.0012737290610143198
960,960,2/12/15,3149,0.0,59.9,44.7,-0.1,293.0,0.0024804287586211587
961,961,3/12/15,3148,2.0,58.7,44.7,0.8,299.0,0.007128589210079236
962,962,4/12/15,3136,0.0,58.5,44.9,-0.6,182.0,-0.0007636591117265723
963,963,5/12/15,3304,0.0,59.6,45.0,0.4,242.0,0.0026806386058534776
964,964,6/12/15,3048,0.0,56.1,42.7,-0.2,235.0,-0.002618779572133717
965,965,7/12/15,3137,0.0,55.2,40.8,-0.1,234.0,0.0006201782169610037
966,966,8/12/15,3183,0.0,58.3,44.5,-0.4,213.0,0.00018071203035173455
967,967,9/12/15,3154,0.0,58.5,43.4,1.0,282.0,0.0011223366755842706
968,968,10/12/15,3257,0.0,59.2,45.3,1.2,247.0,-0.0003022065665372192
969,969,11/12/15,3205,0.0,59.6,45.8,0.6,302.0,-0.000412956137823689
970,970,12/12/15,3349,0.0,60.3,46.0,0.5,214.0,0.0024625130480795676
971,971,13/12/15,3234,0.0,57.5,44.6,0.1,329.0,-0.0011832947413056016
972,972,14/12/15,3264,0.0,55.8,42.4,-0.8,236.0,0.001066182685257766
973,973,15/12/15,3349,0.0,58.9,45.3,0.2,234.0,0.0014400829056964437
974,974,16/12/15,3394,0.0,62.2,46.3,0.3,224.0,0.00662162873445768
975,975,17/12/15,3440,0.0,60.5,47.6,0.5,308.0,0.0010728356755132784
976,976,18/12/15,3470,0.0,61.6,49.1,0.9,341.0,0.0002682292451094276
977,977,19/12/15,3650,23.0,65.6,48.8,0.7,264.0,0.10499325230765234
978,978,20/12/15,3451,23.0,60.3,46.3,0.2,261.0,0.09710165826792831
979,979,21/12/15,3520,2.0,58.5,43.9,0.8,288.0,0.013523804383477014
980,980,22/12/15,3610,0.0,62.5,48.5,0.2,253.0,0.005841831960213054
981,981,23/12/15,3654,2.0,63.6,48.4,1.2,328.0,0.016144801307070675
982,982,24/12/15,3765,6.0,67.8,50.4,0.8,286.0,0.03871015792259179
983,983,25/12/15,3756,21.0,63.4,49.7,-0.2,284.0,0.09300872215904181
984,984,26/12/15,3872,0.0,63.7,50.2,-0.4,286.0,0.009167577298484206
985,985,27/12/15,3559,2.0,62.9,48.1,-0.6,219.0,0.015706305397625284
986,986,28/12/15,3573,0.0,59.1,45.7,-0.5,242.0,0.004934960351190232
987,987,29/12/15,3695,0.0,62.1,49.1,-0.8,241.0,0.006031059122590235
988,988,30/12/15,3640,0.0,62.5,48.0,0.6,265.0,0.0068904250662438354
989,989,31/12/15,3592,0.0,63.6,48.1,1.6,410.0,0.007583901257747702
990,990,1/2/16,3555,0.0,57.7,43.6,0.2,388.0,0.005837605259331566
991,991,2/2/16,3555,0.0,62.4,48.1,-1.3,265.0,0.007421797752067666
992,992,3/2/16,3556,20.0,62.1,48.1,0.2,244.0,0.08627333480296125
993,993,4/2/16,3657,6.0,62.8,48.8,-0.1,267.0,0.03122073188634808
994,994,5/2/16,3662,0.0,63.2,48.5,0.7,271.0,0.007497019543221989
995,995,6/2/16,3740,0.0,64.1,49.9,0.1,270.0,0.008176166724200143
996,996,7/2/16,3462,2.0,60.1,45.8,0.4,272.0,0.012440827852879949
997,997,8/2/16,3492,0.0,58.2,43.9,0.5,253.0,0.0046312177420750195
998,998,9/2/16,3606,0.0,47.4,47.3,0.1,316.0,-0.022462502800987168
999,999,10/2/16,3608,0.0,62.3,47.9,-0.3,262.0,0.007242006394042169
1000,1000,11/2/16,3637,0.0,61.9,48.2,-0.1,237.0,0.005898371694405255
