,Unnamed: 0,Date (DD/MM/YYYY),Max.Demand met during the day (MW),Shortage during maximum Demand (MW),Energy Met (MU),"Drawal Schedule
(MU)",OD(+)/UD(-) (MU),Max OD (MW),Energy Shortage (MU)
1151,1151,2016-07-14,5327,0.0,107.9,88.1,-1.0,237.0,0.020362053162236483
1152,1152,2016-07-15,5414,0.0,107.6,88.3,0.0,199.0,0.020362053162236483
1153,1153,2016-07-16,5159,4.0,107.2,87.3,0.4,261.0,0.020362053162236483
1154,1154,2016-07-17,4910,0.0,93.9,79.1,-1.3,239.0,0.020362053162236483
1155,1155,2016-07-18,4065,0.0,84.5,75.8,-3.0,129.0,0.020362053162236483
1156,1156,2016-07-19,4813,0.0,92.2,79.2,0.5,213.0,0.020362053162236483
1157,1157,2016-07-20,5319,0.0,101.6,88.4,0.7,245.0,0.020362053162236483
1158,1158,2016-07-21,5575,0.0,111.6,95.9,0.3,243.0,0.020362053162236483
1159,1159,2016-07-22,5792,0.0,117.4,96.1,0.4,265.0,0.020362053162236483
1160,1160,2016-07-23,5816,12.0,121.4,97.5,1.4,309.0,0.020362053162236483
1161,1161,2016-07-24,5606,0.0,111.2,90.9,-1.8,115.0,0.020362053162236483
1162,1162,2016-07-25,5239,75.0,104.9,85.3,-2.3,131.0,0.020362053162236483
1163,1163,2016-07-26,5551,0.0,111.1,90.2,-0.2,215.0,0.020362053162236483
1164,1164,2016-07-27,5551,0.0,115.0,88.8,1.1,643.0,0.020362053162236483
1165,1165,2016-07-28,4723,0.0,101.5,79.0,0.0,197.0,0.020362053162236483
1166,1166,2016-07-29,4822,0.0,99.6,78.5,-0.3,159.0,0.020362053162236483
1167,1167,2016-07-30,4561,0.0,96.8,77.7,-2.2,100.0,0.020362053162236483
1168,1168,2016-07-31,4219,0.0,91.3,74.0,-2.0,206.0,0.020362053162236483
1169,1169,2016-01-08,4182,0.0,85.3,70.2,-2.0,106.0,0.020362053162236483
1170,1170,2016-02-08,4526,0.0,92.7,76.6,-1.9,155.0,0.020362053162236483
1171,1171,2016-03-08,4526,0.0,91.9,78.7,-4.0,131.0,0.020362053162236483
1172,1172,2016-04-08,5104,0.0,101.6,82.6,-0.1,202.0,0.020362053162236483
1173,1173,2016-05-08,5420,0.0,110.1,88.8,0.1,210.0,0.020362053162236483
1174,1174,2016-06-08,5638,0.0,116.0,92.0,2.3,273.0,0.020362053162236483
1175,1175,2016-07-08,5375,0.0,105.9,86.6,-0.3,310.0,0.020362053162236483
1176,1176,2016-08-08,5308,0.0,100.7,82.2,-0.1,146.0,0.020362053162236483
1177,1177,2016-09-08,5474,0.0,112.7,92.3,0.6,353.0,0.020362053162236483
1178,1178,2016-10-08,5326,0.0,111.5,91.3,-0.8,275.0,0.020362053162236483
1179,1179,2016-11-08,5248,0.0,109.6,87.8,1.0,328.0,0.020362053162236483
1180,1180,2016-12-08,4859,0.0,102.7,82.5,-1.1,125.0,0.020362053162236483
1181,1181,2016-08-13,4692,0.0,99.1,78.9,-0.4,189.0,0.020362053162236483
1182,1182,2016-08-14,4532,0.0,95.1,76.4,0.2,186.0,0.020362053162236483
1183,1183,2016-08-15,4419,0.0,89.4,71.7,-1.3,162.0,0.020362053162236483
1184,1184,2016-08-16,4779,0.0,84.6,66.6,-0.4,247.0,0.020362053162236483
1185,1185,2016-08-17,5253,0.0,103.8,83.5,0.4,274.0,0.020362053162236483
1186,1186,2016-08-18,4935,0.0,103.7,83.4,-1.5,155.0,0.020362053162236483
1187,1187,2016-08-19,4631,0.0,93.3,79.1,-4.4,87.0,0.020362053162236483
1188,1188,2016-08-20,5182,0.0,102.7,84.5,0.4,266.0,0.020362053162236483
1189,1189,2016-08-21,5032,0.0,101.7,85.6,0.5,173.0,0.020362053162236483
1190,1190,2016-08-22,4987,0.0,98.5,80.8,-0.8,215.0,0.020362053162236483
1191,1191,2016-08-23,5216,0.0,107.0,86.8,-0.5,161.0,0.020362053162236483
1192,1192,2016-08-24,5239,0.0,108.5,86.5,0.5,197.0,0.020362053162236483
1193,1193,2016-08-25,5037,0.0,104.2,83.1,-0.1,244.0,0.020362053162236483
1194,1194,2016-08-26,4686,0.0,97.9,77.8,-1.0,169.0,0.020362053162236483
1195,1195,2016-08-27,5111,0.0,105.6,84.4,-0.1,340.0,0.020362053162236483
1196,1196,2016-08-28,5021,0.0,102.3,81.6,-0.4,121.0,0.020362053162236483
1197,1197,2016-08-29,5176,0.0,102.9,82.3,0.9,243.0,0.020362053162236483
1198,1198,2016-08-30,5176,0.0,102.9,84.1,-0.9,794.0,0.020362053162236483
1199,1199,2016-08-31,4722,0.0,99.0,80.1,-2.1,171.0,0.020362053162236483
1200,1200,2016-01-09,4314,0.0,91.9,75.0,-2.2,191.0,0.020362053162236483
1201,1201,2016-02-09,4323,0.0,91.7,78.5,-0.2,148.0,0.020362053162236483
1202,1202,2016-03-09,4601,0.0,96.4,84.6,-0.6,133.0,0.020362053162236483
1203,1203,2016-04-09,4508,0.0,94.0,82.1,-0.6,166.0,0.020362053162236483
1204,1204,2016-05-09,4615,0.0,92.8,80.2,0.0,205.0,0.020362053162236483
1205,1205,2016-06-09,4798,0.0,100.1,83.6,0.5,165.0,0.020362053162236483
1206,1206,2016-07-09,4832,5.0,99.5,82.0,-0.4,183.0,0.020362053162236483
1207,1207,2016-08-09,4867,0.0,100.9,80.7,0.3,230.0,0.020362053162236483
1208,1208,2016-09-09,4962,0.0,102.3,81.6,0.0,153.0,0.020362053162236483
1209,1209,2016-10-09,5021,0.0,104.9,82.8,0.6,232.0,0.020362053162236483
1210,1210,2016-11-09,4851,0.0,99.8,78.9,-0.4,276.0,0.020362053162236483
1211,1211,2016-12-09,4828,0.0,95.6,74.8,-0.8,90.0,0.020362053162236483
1212,1212,2016-09-13,4937,0.0,102.3,80.3,0.6,626.0,0.020362053162236483
1213,1213,2016-09-14,5006,0.0,105.6,78.0,1.6,257.0,0.020362053162236483
1214,1214,2016-09-15,5029,0.0,104.6,82.8,0.4,155.0,0.020362053162236483
1215,1215,2016-09-16,4996,0.0,106.6,83.4,1.0,212.0,0.020362053162236483
1216,1216,2016-09-17,5059,5.0,105.6,83.4,0.6,197.0,0.020362053162236483
1217,1217,2016-09-18,4932,0.0,103.7,81.6,0.3,177.0,0.020362053162236483
1218,1218,2016-09-19,4926,0.0,99.2,78.7,-1.5,183.0,0.020362053162236483
1219,1219,2016-09-20,5077,12.0,105.9,85.5,0.7,202.0,0.020362053162236483
1220,1220,2016-09-21,5244,0.0,108.1,83.7,-0.3,173.0,0.020362053162236483
1221,1221,2016-09-22,5400,2.0,110.7,84.6,1.4,617.0,0.020362053162236483
1222,1222,2016-09-23,4977,0.0,104.7,80.4,-0.3,262.0,0.020362053162236483
1223,1223,2016-09-24,4903,0.0,103.9,77.5,0.7,238.0,0.020362053162236483
1224,1224,2016-09-25,4713,0.0,99.9,82.3,-1.1,172.0,0.020362053162236483
1225,1225,2016-09-26,4716,0.0,93.1,76.8,-0.8,186.0,0.020362053162236483
1226,1226,2016-09-27,4952,0.0,102.0,83.5,-0.2,188.0,0.020362053162236483
1227,1227,2016-09-28,5065,0.0,102.9,86.0,0.2,188.0,0.020362053162236483
1228,1228,2016-09-29,5081,0.0,106.4,85.2,1.8,334.0,0.020362053162236483
1229,1229,2016-09-30,5212,0.0,108.9,85.5,2.2,363.0,0.020362053162236483
1230,1230,2016-01-10,5237,0.0,109.7,84.8,0.7,161.0,0.020362053162236483
1231,1231,2016-02-10,5104,0.0,107.5,81.1,2.3,241.0,0.020362053162236483
1232,1232,2016-03-10,5040,0.0,99.2,73.0,1.7,289.0,0.020362053162236483
1233,1233,2016-04-10,5321,0.0,110.3,84.0,1.9,293.0,0.020362053162236483
1234,1234,2016-05-10,5221,0.0,108.2,83.5,0.1,315.0,0.020362053162236483
1235,1235,2016-06-10,4653,0.0,99.4,80.7,-0.8,148.0,0.020362053162236483
1236,1236,2016-07-10,4737,0.0,101.0,85.5,0.5,210.0,0.020362053162236483
1237,1237,2016-08-10,4698,0.0,101.7,84.3,1.1,402.0,0.020362053162236483
1238,1238,2016-09-10,4472,0.0,95.1,76.6,0.2,183.0,0.020362053162236483
1239,1239,2016-10-10,4264,0.0,90.5,71.5,-0.3,155.0,0.020362053162236483
1240,1240,2016-11-10,4274,0.0,92.5,73.6,0.2,169.0,0.020362053162236483
1241,1241,2016-12-10,4091,0.0,79.4,62.2,-1.3,179.0,0.020362053162236483
1242,1242,2016-10-13,3938,0.0,82.1,63.6,-0.2,138.0,0.020362053162236483
1243,1243,2016-10-14,4145,0.0,85.3,66.4,-0.2,84.0,0.020362053162236483
1244,1244,2016-10-15,4081,0.0,84.2,64.8,0.2,188.0,0.020362053162236483
1245,1245,2016-10-16,3830,0.0,79.5,60.5,-0.4,92.0,0.020362053162236483
1246,1246,2016-10-17,3583,0.0,73.0,54.8,-1.0,122.0,0.020362053162236483
1247,1247,2016-10-18,3864,0.0,78.9,59.8,0.3,137.0,0.020362053162236483
1248,1248,2016-10-19,3870,0.0,78.1,63.6,0.5,165.0,0.020362053162236483
1249,1249,2016-10-20,3755,0.0,77.3,61.8,0.2,205.0,0.020362053162236483
1250,1250,2016-10-21,3973,0.0,78.4,62.6,0.6,288.0,0.020362053162236483
1251,1251,2016-10-22,3966,0.0,78.4,63.2,0.8,242.0,0.020362053162236483
1252,1252,2016-10-23,3776,0.0,75.0,59.1,1.3,271.0,0.020362053162236483
1253,1253,2016-10-24,3776,0.0,75.5,55.3,5.1,420.0,0.020362053162236483
1254,1254,2016-10-25,3867,0.0,75.5,60.5,0.0,144.0,0.020362053162236483
1255,1255,2016-10-26,3879,0.0,76.4,60.7,0.3,160.0,0.020362053162236483
1256,1256,2016-10-27,3897,0.0,75.9,60.2,0.6,213.0,0.020362053162236483
1257,1257,2016-10-28,3821,0.0,74.2,59.6,-0.6,145.0,0.020362053162236483
1258,1258,2016-10-29,3645,0.0,72.1,58.4,-1.2,121.0,0.020362053162236483
1259,1259,2016-10-30,3298,0.0,67.0,57.4,0.4,209.0,0.020362053162236483
1260,1260,2016-10-31,2828,0.0,58.5,48.8,0.6,221.0,0.020362053162236483
1261,1261,2016-01-11,2813,0.0,57.5,47.4,1.0,217.0,0.020362053162236483
1262,1262,2016-02-11,3054,0.0,60.9,51.0,0.8,193.0,0.020362053162236483
1263,1263,2016-03-11,3418,0.0,64.7,54.0,1.2,197.0,0.020362053162236483
1264,1264,2016-04-11,3418,0.0,62.7,52.8,0.6,312.0,0.020362053162236483
1265,1265,2016-05-11,3382,0.0,63.9,54.8,0.1,110.0,0.020362053162236483
1266,1266,2016-06-11,3160,3.0,61.9,52.1,0.7,184.0,0.020362053162236483
1267,1267,2016-07-11,3058,0.0,58.3,48.9,1.2,225.0,0.020362053162236483
1268,1268,2016-08-11,3197,0.0,60.4,53.0,0.7,245.0,0.020362053162236483
1269,1269,2016-09-11,3272,0.0,61.1,52.5,0.6,260.0,0.020362053162236483
1270,1270,2016-10-11,3255,0.0,59.8,51.1,0.5,221.0,0.020362053162236483
1271,1271,2016-11-11,3161,0.0,59.3,43.5,1.4,560.0,0.020362053162236483
1272,1272,2016-12-11,3011,2.0,56.9,42.9,0.0,195.0,0.020362053162236483
1273,1273,2016-11-13,2795,0.0,54.4,39.8,0.3,189.0,0.020362053162236483
1274,1274,2016-11-14,2707,0.0,51.7,36.8,0.7,209.0,0.020362053162236483
1275,1275,2016-11-15,2874,0.0,54.3,39.5,0.5,138.0,0.020362053162236483
1276,1276,2016-11-16,2907,0.0,55.2,40.4,0.5,236.0,0.020362053162236483
1277,1277,2016-11-17,2930,0.0,55.2,40.4,0.5,159.0,0.020362053162236483
1278,1278,2016-11-18,2962,0.0,54.8,39.8,0.8,198.0,0.020362053162236483
1279,1279,2016-11-19,3055,0.0,55.9,40.2,1.3,188.0,0.020362053162236483
1280,1280,2016-11-20,2837,0.0,53.4,37.7,1.3,304.0,0.020362053162236483
1281,1281,2016-11-21,2925,0.0,52.5,36.4,1.6,263.0,0.020362053162236483
1282,1282,2016-11-22,2958,0.0,54.8,39.8,0.8,228.0,0.020362053162236483
1283,1283,2016-11-23,2975,0.0,55.5,39.9,1.0,315.0,0.020362053162236483
1284,1284,2016-11-24,3035,0.0,56.1,41.5,0.3,202.0,0.020362053162236483
1285,1285,2016-11-25,3036,0.0,56.7,41.2,0.3,210.0,0.020362053162236483
1286,1286,2016-11-26,3100,0.0,57.5,41.7,0.3,196.0,0.020362053162236483
1287,1287,2016-11-27,2928,0.0,54.0,40.1,0.1,259.0,0.020362053162236483
1288,1288,2016-11-28,2991,0.0,52.4,37.4,0.6,218.0,0.020362053162236483
1289,1289,2016-11-29,2982,0.0,54.7,41.0,-0.1,227.0,0.020362053162236483
1290,1290,2016-11-30,2987,0.0,55.1,42.4,0.6,193.0,0.020362053162236483
1291,1291,2016-01-12,2913,0.0,52.7,43.4,0.4,293.0,0.020362053162236483
1292,1292,2016-02-12,3036,0.0,56.9,42.0,1.3,287.0,0.020362053162236483
1293,1293,2016-03-12,3175,0.0,58.3,43.0,1.1,207.0,0.020362053162236483
1294,1294,2016-04-12,3022,0.0,54.2,38.6,0.5,179.0,0.020362053162236483
1295,1295,2016-05-12,3052,0.0,52.3,38.8,-0.8,117.0,0.020362053162236483
1296,1296,2016-06-12,2995,0.0,55.2,42.4,-1.7,261.0,0.020362053162236483
1297,1297,2016-07-12,3090,3.0,56.7,42.7,-1.1,201.0,0.020362053162236483
1298,1298,2016-08-12,3230,0.0,56.6,45.1,-1.6,179.0,0.020362053162236483
1299,1299,2016-09-12,3144,0.0,56.6,44.1,-2.3,215.0,0.020362053162236483
1300,1300,2016-10-12,3296,0.0,58.5,46.8,-0.3,192.0,0.020362053162236483
1301,1301,2016-11-12,3136,0.0,54.4,40.6,-0.1,226.0,0.020362053162236483
1302,1302,2016-12-12,3157,3.0,53.7,39.4,0.3,342.0,0.020362053162236483
1303,1303,2016-12-13,3314,0.0,55.7,40.5,0.9,261.0,0.020362053162236483
1304,1304,2016-12-14,3237,0.0,57.8,42.9,0.6,257.0,0.020362053162236483
1305,1305,2016-12-15,3247,0.0,58.0,43.6,0.0,267.0,0.020362053162236483
1306,1306,2016-12-16,3179,0.0,57.6,43.1,0.4,246.0,0.020362053162236483
1307,1307,2016-12-17,3381,0.0,59.3,43.8,1.3,323.0,0.020362053162236483
1308,1308,2016-12-18,3222,0.0,57.1,43.1,2.2,281.0,0.020362053162236483
1309,1309,2016-12-19,3309,0.0,55.5,42.0,1.9,253.0,0.020362053162236483
1310,1310,2016-12-20,3309,0.0,55.5,42.0,1.9,253.0,0.020362053162236483
1311,1311,2016-12-21,3387,0.0,59.6,43.6,1.7,326.0,0.020362053162236483
1312,1312,2016-12-22,3471,0.0,61.1,47.5,1.9,251.0,0.020362053162236483
1313,1313,2016-12-23,3302,0.0,58.6,46.3,0.2,250.0,0.020362053162236483
1314,1314,2016-12-24,3531,0.0,61.6,48.1,1.5,262.0,0.020362053162236483
1315,1315,2016-12-25,3276,0.0,56.7,44.9,0.0,207.0,0.020362053162236483
1316,1316,2016-12-26,3361,0.0,55.1,43.7,-0.2,238.0,0.020362053162236483
1317,1317,2016-12-27,3508,0.0,59.9,48.2,-0.3,269.0,0.020362053162236483
1318,1318,2016-12-28,3505,0.0,60.6,48.1,0.6,259.0,0.020362053162236483
1319,1319,2016-12-29,3582,0.0,60.6,47.0,1.0,281.0,0.020362053162236483
1320,1320,2016-12-30,3506,0.0,60.6,47.4,1.3,276.0,0.020362053162236483
1321,1321,2016-12-31,3801,0.0,62.8,49.2,1.3,290.0,0.020362053162236483
1322,1322,2017-01-01,3502,0.0,58.6,47.1,0.3,292.0,0.020362053162236483
1323,1323,2017-02-01,3482,0.0,56.3,44.0,0.4,246.0,0.020362053162236483
1324,1324,2017-03-01,3514,0.0,59.0,47.5,-0.1,241.0,0.020362053162236483
1325,1325,2017-04-01,3604,0.0,60.0,48.4,-0.2,312.0,0.020362053162236483
1326,1326,2017-05-01,3593,0.0,60.4,46.8,1.6,317.0,0.020362053162236483
1327,1327,2017-06-01,3493,0.0,59.1,46.5,0.9,120.0,0.020362053162236483
1328,1328,2017-07-01,3660,0.0,61.3,48.8,0.7,260.0,0.020362053162236483
1329,1329,2017-08-01,3333,0.0,57.8,45.2,0.6,304.0,0.020362053162236483
1330,1330,2017-09-01,3479,0.0,57.0,44.2,1.3,332.0,0.020362053162236483
1331,1331,2017-10-01,3678,0.0,61.5,48.6,0.7,217.0,0.020362053162236483
1332,1332,2017-11-01,3777,2.0,63.3,50.1,1.0,270.0,0.020362053162236483
1333,1333,2017-12-01,3777,2.0,63.7,50.9,0.2,245.0,0.020362053162236483
1334,1334,2017-01-13,3317,0.0,65.3,51.4,-1.2,383.0,0.020362053162236483
1335,1335,2017-01-14,3998,0.0,67.5,54.1,1.2,358.0,0.020362053162236483
1336,1336,2017-01-15,3983,0.0,64.2,51.0,1.1,381.0,0.020362053162236483
1337,1337,2017-01-16,3677,8.0,60.3,48.7,0.4,256.0,0.020362053162236483
1338,1338,2017-01-17,3709,0.0,64.0,53.5,-0.2,270.0,0.020362053162236483
1339,1339,2017-01-18,3976,0.0,68.2,54.9,2.5,318.0,0.020362053162236483
1340,1340,2017-01-19,3973,0.0,68.6,56.0,1.5,291.0,0.020362053162236483
1341,1341,2017-01-20,3973,0.0,67.8,56.9,0.6,225.0,0.020362053162236483
1342,1342,2017-01-21,3973,0.0,67.9,58.1,-0.6,260.0,0.020362053162236483
1343,1343,2017-01-22,3862,0.0,65.8,55.1,0.2,279.0,0.020362053162236483
1344,1344,2017-01-23,3895,0.0,62.5,52.3,-0.8,242.0,0.020362053162236483
1345,1345,2017-01-24,3777,0.0,64.1,54.6,-1.0,232.0,0.020362053162236483
1346,1346,2017-01-25,3711,0.0,63.8,53.8,-0.7,226.0,0.020362053162236483
1347,1347,2017-01-26,3709,0.0,63.5,53.8,-1.0,213.0,0.020362053162236483
1348,1348,2017-01-27,3043,0.0,50.7,42.8,1.1,227.0,0.020362053162236483
1349,1349,2017-01-28,3690,0.0,63.3,49.9,1.5,269.0,0.020362053162236483
1350,1350,2017-01-29,3688,0.0,61.5,49.6,0.1,229.0,0.020362053162236483
1351,1351,2017-01-30,3761,0.0,60.3,48.7,-0.4,228.0,0.020362053162236483
1352,1352,2017-01-31,3761,0.0,60.2,51.8,-3.4,250.0,0.020362053162236483
1353,1353,2017-01-02,3712,0.0,63.6,52.4,-0.5,204.0,0.020362053162236483
1354,1354,2017-02-02,3784,0.0,63.9,51.5,0.1,206.0,0.020362053162236483
1355,1355,2017-03-02,3568,27.0,62.9,51.1,-0.4,188.0,0.020362053162236483
1356,1356,2017-04-02,3774,0.0,64.1,51.9,0.0,203.0,0.020362053162236483
1357,1357,2017-05-02,3525,0.0,60.2,47.5,0.8,223.0,0.020362053162236483
1358,1358,2017-06-02,3555,0.0,59.1,46.6,0.7,770.0,0.020362053162236483
1359,1359,2017-07-02,3572,0.0,61.9,50.5,-1.1,276.0,0.020362053162236483
1360,1360,2017-08-02,3575,0.0,61.5,50.3,-1.0,225.0,0.020362053162236483
1361,1361,2017-09-02,3627,0.0,62.5,50.4,0.2,197.0,0.020362053162236483
1362,1362,2017-10-02,3540,0.0,62.0,50.4,-0.4,173.0,0.020362053162236483
1363,1363,2017-11-02,3781,0.0,63.4,51.0,0.1,216.0,0.020362053162236483
1364,1364,2017-12-02,3578,0.0,58.8,48.2,-1.2,169.0,0.020362053162236483
1365,1365,2017-02-13,3480,0.0,56.6,46.5,-1.3,283.0,0.020362053162236483
1366,1366,2017-02-14,3519,0.0,60.0,48.9,-0.7,173.0,0.020362053162236483
1367,1367,2017-02-15,3530,0.0,61.1,49.3,0.2,200.0,0.020362053162236483
1368,1368,2017-02-16,3614,0.0,61.4,49.8,-0.1,211.0,0.020362053162236483
1369,1369,2017-02-17,3441,0.0,61.2,49.2,0.3,175.0,0.020362053162236483
1370,1370,2017-02-18,3604,0.0,62.5,51.1,-0.3,241.0,0.020362053162236483
1371,1371,2017-02-19,3387,0.0,58.5,47.5,-0.8,143.0,0.020362053162236483
1372,1372,2017-02-20,3347,0.0,57.0,45.6,-0.2,217.0,0.020362053162236483
1373,1373,2017-02-21,3303,0.0,60.1,49.7,-1.0,186.0,0.020362053162236483
1374,1374,2017-02-22,3309,0.0,61.2,50.0,-0.5,174.0,0.020362053162236483
1375,1375,2017-02-23,3392,0.0,61.1,50.6,-1.2,152.0,0.020362053162236483
1376,1376,2017-02-24,3335,0.0,59.9,49.2,-1.1,153.0,0.020362053162236483
1377,1377,2017-02-25,3586,0.0,46.4,47.6,-1.1,165.0,0.020362053162236483
1378,1378,2017-02-26,3202,0.0,56.3,44.8,-0.6,186.0,0.020362053162236483
1379,1379,2017-02-27,3003,0.0,52.8,43.5,-2.5,171.0,0.020362053162236483
1380,1380,2017-02-28,3325,0.0,62.6,47.6,-0.4,184.0,0.020362053162236483
1381,1381,2017-01-03,3314,0.0,59.8,48.3,-0.2,198.0,0.020362053162236483
1382,1382,2017-02-03,3326,0.0,60.7,48.8,0.3,214.0,0.020362053162236483
1383,1383,2017-03-03,3336,0.0,61.2,49.5,-0.2,170.0,0.020362053162236483
1384,1384,2017-04-03,3388,0.0,61.0,49.7,-0.2,233.0,0.020362053162236483
1385,1385,2017-05-03,3222,0.0,57.4,46.5,-0.1,256.0,0.020362053162236483
1386,1386,2017-06-03,3121,0.0,55.4,43.5,0.2,246.0,0.020362053162236483
1387,1387,2017-07-03,3271,0.0,59.4,47.8,-0.1,209.0,0.020362053162236483
1388,1388,2017-08-03,3344,0.0,60.4,48.5,0.2,189.0,0.020362053162236483
1389,1389,2017-09-03,3375,0.0,61.1,49.4,0.9,180.0,0.020362053162236483
1390,1390,2017-10-03,3350,0.0,60.8,49.2,-0.1,191.0,0.020362053162236483
1391,1391,2017-11-03,3417,0.0,60.7,50.1,-1.0,214.0,0.020362053162236483
1392,1392,2017-12-03,3277,0.0,57.5,49.3,0.4,286.0,0.020362053162236483
1393,1393,2017-03-13,3011,0.0,51.1,44.4,-1.2,138.0,0.020362053162236483
1394,1394,2017-03-14,2339,0.0,43.4,36.7,-1.0,184.0,0.020362053162236483
1395,1395,2017-03-15,3015,0.0,50.8,45.3,-1.4,226.0,0.020362053162236483
1396,1396,2017-03-16,3309,0.0,57.8,50.1,0.5,188.0,0.020362053162236483
1397,1397,2017-03-17,3309,7.0,59.1,51.5,0.3,183.0,0.020362053162236483
1398,1398,2017-03-18,3413,0.0,60.9,50.4,1.0,267.0,0.020362053162236483
1399,1399,2017-03-19,3173,0.0,57.8,47.6,-0.4,226.0,0.020362053162236483
1400,1400,2017-03-20,3084,0.0,56.3,45.2,0.5,194.0,0.020362053162236483
1401,1401,2017-03-21,3236,0.0,61.2,50.4,-0.5,218.0,0.020362053162236483
1402,1402,2017-03-22,3283,0.0,62.2,51.2,0.0,247.0,0.020362053162236483
1403,1403,2017-03-23,3409,0.0,65.8,53.9,0.4,192.0,0.020362053162236483
1404,1404,2017-03-24,3607,0.0,68.7,56.0,1.0,277.0,0.020362053162236483
1405,1405,2017-03-25,3601,0.0,72.9,60.8,0.5,213.0,0.020362053162236483
1406,1406,2017-03-26,3331,0.0,66.9,60.8,-5.5,62.0,0.020362053162236483
1407,1407,2017-03-27,3158,0.0,64.9,53.9,-0.5,172.0,0.020362053162236483
1408,1408,2017-03-28,3666,0.0,72.9,62.0,-0.3,203.0,0.020362053162236483
1409,1409,2017-03-29,3736,4.0,77.3,63.5,0.6,137.0,0.020362053162236483
1410,1410,2017-03-30,3930,0.0,80.6,63.0,-0.6,179.0,0.020362053162236483
1411,1411,2017-03-31,4033,0.0,83.2,63.9,0.4,166.0,0.020362053162236483
1412,1412,2017-01-04,4051,2.0,85.3,65.2,-0.2,205.0,0.020362053162236483
1413,1413,2017-02-04,3892,0.0,83.1,64.4,-0.4,155.0,0.020362053162236483
1414,1414,2017-03-04,3716,0.0,79.5,63.3,-0.5,130.0,0.020362053162236483
1415,1415,2017-04-04,4187,0.0,87.2,70.1,0.1,191.0,0.020362053162236483
1416,1416,2017-05-04,3941,0.0,84.7,72.1,-1.3,108.0,0.020362053162236483
1417,1417,2017-06-04,3923,0.0,82.3,69.7,-2.2,97.0,0.020362053162236483
1418,1418,2017-07-04,4132,0.0,82.9,70.8,-2.0,128.0,0.020362053162236483
1419,1419,2017-08-04,3964,4.0,82.9,70.2,-1.5,158.0,0.020362053162236483
1420,1420,2017-09-04,3519,0.0,76.0,63.7,-2.4,70.0,0.020362053162236483
1421,1421,2017-10-04,3266,0.0,69.5,57.7,-2.6,133.0,0.020362053162236483
1422,1422,2017-11-04,3618,0.0,75.0,63.3,-2.6,87.0,0.020362053162236483
1423,1423,2017-12-04,3870,0.0,78.5,65.3,-1.1,147.0,0.020362053162236483
1424,1424,2017-04-13,4100,0.0,83.7,70.1,-0.6,188.0,0.020362053162236483
1425,1425,2017-04-14,4231,6.0,86.7,74.2,-1.6,113.0,0.020362053162236483
1426,1426,2017-04-15,4153,0.0,88.0,74.2,-0.4,310.0,0.020362053162236483
1427,1427,2017-04-16,4246,0.0,89.7,73.0,-2.7,294.0,0.020362053162236483
1428,1428,2017-04-17,4391,0.0,87.8,76.2,-2.6,299.0,0.020362053162236483
1429,1429,2017-04-18,4845,0.0,99.1,81.7,0.5,139.0,0.020362053162236483
1430,1430,2017-04-19,4980,0.0,102.8,86.6,-1.6,105.0,0.020362053162236483
1431,1431,2017-04-20,5098,0.0,104.5,86.0,0.1,177.0,0.020362053162236483
1432,1432,2017-04-21,5447,0.0,109.5,89.7,1.2,240.0,0.020362053162236483
1433,1433,2017-04-22,5637,0.0,114.6,93.0,0.0,220.0,0.020362053162236483
1434,1434,2017-04-23,5453,0.0,109.7,88.5,-0.8,218.0,0.020362053162236483
1435,1435,2017-04-24,5019,0.0,93.8,74.6,-2.0,162.0,0.020362053162236483
1436,1436,2017-04-25,5031,0.0,94.4,83.0,-1.7,185.0,0.020362053162236483
1437,1437,2017-04-26,4961,0.0,100.8,80.3,-1.0,173.0,0.020362053162236483
1438,1438,2017-04-27,4854,0.0,98.7,78.8,-1.6,228.0,0.020362053162236483
1439,1439,2017-04-28,4851,0.0,99.0,80.7,-0.9,269.0,0.020362053162236483
1440,1440,2017-04-29,4858,0.0,99.4,82.1,-1.6,146.0,0.020362053162236483
1441,1441,2017-04-30,4553,0.0,95.5,77.6,-0.6,206.0,0.020362053162236483
1442,1442,2017-01-05,4431,0.0,89.5,72.9,-1.5,210.0,0.020362053162236483
1443,1443,2017-02-05,4675,0.0,94.2,77.0,-0.4,26.0,0.020362053162236483
1444,1444,2017-03-05,4873,26.0,99.1,81.1,-0.5,121.0,0.020362053162236483
1445,1445,2017-04-05,4839,0.0,100.1,81.7,-0.8,181.0,0.020362053162236483
1446,1446,2017-05-05,4916,0.0,100.5,77.6,-0.9,210.0,0.020362053162236483
1447,1447,2017-06-05,5131,0.0,104.6,80.4,-0.5,220.0,0.020362053162236483
1448,1448,2017-07-05,5157,0.0,104.0,85.4,0.5,157.0,0.020362053162236483
1449,1449,2017-08-05,5369,0.0,103.1,84.5,0.1,171.0,0.020362053162236483
